市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口_変種D,圏外率_変種D,圏外総人口_変種D,圏外率_変種D_総人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外総人口_変種A,圏外率_変種A_総人口,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種D,比_農水省÷変種A,比_農水省÷変種C125
26465,与謝野町,20036,7509,903,532.0,7509,20036,5416,0.7213,13969,0.6972,6262,0.8339,16253,0.8112,6582,4451,0.5928,0.2956,2230.0,0.41,0.354,0.499
33205,笠岡市,45854,16998,2228,488.0,16926,45672,12206,0.7211,30934,0.6773,12868,0.757,32269,0.7037,14852,10050,0.5912,0.3198,5457.0,0.443,0.422,0.541
36204,阿南市,69194,23026,3748,393.0,22983,69109,16573,0.7211,47029,0.6805,17525,0.7611,50597,0.7312,20580,13126,0.5701,0.2825,6535.0,0.392,0.371,0.496
46505,屋久島町,11791,4283,1002,274.0,4283,11787,3087,0.7208,8719,0.7397,3444,0.8041,9556,0.8104,3833,2723,0.6358,0.4741,2046.0,0.658,0.59,0.746
08542,五霞町,8097,2725,524,333.0,2725,8097,1964,0.7207,5653,0.6982,2246,0.8242,6471,0.7992,2705,1579,0.5794,0.2306,630.0,0.32,0.28,0.398
12218,勝浦市,16814,7261,1201,387.0,7261,16814,5233,0.7207,11535,0.686,5621,0.7741,12415,0.7384,6702,4749,0.654,0.381,2777.0,0.529,0.492,0.582
12235,匝瑳市,35032,12707,2337,348.0,12707,35032,9158,0.7207,25567,0.7298,10262,0.8076,28163,0.8039,11317,7697,0.6057,0.1815,2283.0,0.252,0.225,0.3
11381,美里町,10948,3710,685,347.0,3710,10948,2673,0.7205,7743,0.7073,3253,0.8768,9293,0.8488,3617,2503,0.6747,0.1834,682.0,0.254,0.209,0.272
12463,鋸南町,6984,3367,534,404.0,3367,6982,2426,0.7205,5077,0.7272,2889,0.858,5907,0.8458,3280,2221,0.6596,0.3366,1131.0,0.467,0.392,0.51
43208,山鹿市,49045,18611,2901,411.0,18611,49045,13398,0.7199,32917,0.6712,14086,0.7569,35328,0.7203,16495,11384,0.6117,0.2967,5519.0,0.412,0.392,0.485
28229,たつの市,74407,22955,2711,542.0,22955,74396,16522,0.7198,48975,0.6583,17968,0.7827,53787,0.7229,21456,14049,0.612,0.3235,7427.0,0.449,0.413,0.528
01691,別海町,14336,3974,1422,179.0,3974,14328,2860,0.7197,10626,0.7416,3214,0.8088,11951,0.8336,3554,2415,0.6077,0.1987,793.0,0.276,0.246,0.327
43206,玉名市,64223,22020,3160,446.0,22020,64223,15846,0.7196,42517,0.662,17183,0.7803,46687,0.727,19109,13701,0.6222,0.2886,6345.0,0.401,0.37,0.464
41424,江北町,9565,2731,488,358.0,2731,9565,1963,0.7188,5830,0.6095,2074,0.7594,6136,0.6415,2614,1562,0.572,0.2113,575.0,0.294,0.278,0.37
05361,五城目町,8555,4099,558,470.0,4099,8555,2946,0.7187,5783,0.676,3195,0.7795,6500,0.7598,3574,2643,0.6448,0.4078,1647.0,0.567,0.523,0.632
46530,徳之島町,9977,3317,449,473.0,3310,9928,2379,0.7187,6876,0.6926,2904,0.8755,8509,0.8529,3198,2214,0.6675,0.475,1600.0,0.661,0.543,0.712
01609,えりも町,4319,1432,336,273.0,1432,4314,1029,0.7186,3089,0.716,1113,0.7772,3433,0.7949,1309,1101,0.7689,0.2813,405.0,0.391,0.362,0.366
20385,南箕輪村,15808,3712,618,384.0,3712,15808,2666,0.7182,11309,0.7154,3132,0.8438,12817,0.8108,3601,2087,0.5622,0.1957,724.0,0.273,0.232,0.348
01585,安平町,7340,2717,623,279.0,2717,7340,1951,0.7181,5430,0.7398,2274,0.837,6236,0.8496,2644,1717,0.6319,0.295,800.0,0.411,0.352,0.467
29443,下市町,5045,2352,441,341.0,2352,5045,1689,0.7181,3602,0.714,1850,0.7866,3815,0.7562,2270,1242,0.5281,0.3417,806.0,0.476,0.434,0.647
16208,砺波市,48041,14514,3235,287.0,14514,48041,10418,0.7178,31987,0.6658,11927,0.8218,37085,0.7719,13305,9109,0.6276,0.2119,3093.0,0.295,0.258,0.338
07210,二本松市,53545,18377,4668,252.0,18377,53545,13188,0.7176,36740,0.6862,14403,0.7838,40914,0.7641,16766,11510,0.6263,0.2031,3739.0,0.283,0.259,0.324
44462,玖珠町,14358,5519,1143,309.0,5519,14358,3960,0.7175,9551,0.6652,4064,0.7364,9939,0.6922,4921,3369,0.6104,0.2604,1439.0,0.363,0.354,0.427
07214,本宮市,30210,8582,1812,303.0,8582,30210,6154,0.7171,22139,0.7328,6853,0.7985,24633,0.8154,7794,4828,0.5626,0.173,1484.0,0.241,0.217,0.308
28585,香美町,16001,6507,891,467.0,6507,15998,4661,0.7163,10967,0.6855,4821,0.7409,11469,0.7168,5385,4248,0.6528,0.3892,2542.0,0.543,0.525,0.596
01646,本別町,6620,2759,631,280.0,2759,6620,1976,0.7162,4667,0.705,2184,0.7916,5189,0.7838,2487,1833,0.6644,0.2722,750.0,0.38,0.344,0.41
20430,大桑村,3439,1476,302,313.0,1476,3439,1057,0.7161,2462,0.7159,1152,0.7805,2678,0.7787,1282,787,0.5332,0.3264,484.0,0.456,0.418,0.612
31390,伯耆町,10646,4209,694,388.0,4209,10646,3014,0.7161,7655,0.719,3522,0.8368,8868,0.833,3969,2479,0.589,0.2315,982.0,0.323,0.277,0.393
41327,吉野ヶ里町,16492,4036,541,477.0,4036,16492,2890,0.7161,11185,0.6782,3198,0.7924,12603,0.7642,3610,1882,0.4663,0.2132,846.0,0.298,0.269,0.457
01456,愛別町,2605,1206,285,271.0,1206,2605,863,0.7156,1814,0.6964,985,0.8167,2042,0.7839,1069,871,0.7222,0.3009,363.0,0.42,0.368,0.417
05213,北秋田市,30198,13440,1904,452.0,13440,30198,9618,0.7156,21093,0.6985,10370,0.7716,22562,0.7471,12113,8634,0.6424,0.4026,5410.0,0.563,0.522,0.627
04213,栗原市,64685,26139,6468,259.0,26139,64685,18705,0.7156,45229,0.6992,20712,0.7924,50338,0.7782,23824,16661,0.6374,0.2297,6018.0,0.321,0.29,0.36
04324,川崎町,8341,3213,851,242.0,3213,8341,2298,0.7152,5857,0.7022,2535,0.789,6476,0.7764,3099,1919,0.5973,0.2015,647.0,0.282,0.255,0.337
30381,美浜町,6850,2580,266,621.0,2580,6850,1845,0.7151,4849,0.7079,2101,0.8143,5607,0.8185,2490,1540,0.5969,0.3215,825.0,0.45,0.395,0.539
01362,上ノ国町,4266,1859,325,366.0,1859,4266,1329,0.7149,2666,0.6249,1397,0.7515,2834,0.6643,1531,1188,0.6391,0.4079,762.0,0.571,0.543,0.638
19207,韮崎市,28976,8880,1356,419.0,8880,28976,6347,0.7148,19521,0.6737,6697,0.7542,21099,0.7282,7889,5116,0.5761,0.2729,2430.0,0.382,0.362,0.474
20403,高森町,12822,4176,831,322.0,4176,12822,2983,0.7143,8853,0.6905,3424,0.8199,10206,0.796,3866,2327,0.5572,0.1894,788.0,0.265,0.231,0.34
26212,京丹後市,50697,19245,2856,431.0,19245,50697,13747,0.7143,35045,0.6913,15024,0.7807,38923,0.7678,16780,11641,0.6049,0.2928,5649.0,0.41,0.375,0.484
29446,天川村,1176,602,133,290.0,602,1176,430,0.7143,776,0.6599,484,0.804,910,0.7738,562,378,0.6279,0.3564,213.0,0.499,0.443,0.568
33207,井原市,38351,14335,2614,351.0,14335,38351,10238,0.7142,25788,0.6724,11041,0.7702,28976,0.7555,12211,8758,0.611,0.3062,4396.0,0.429,0.398,0.501
40447,筑前町,29501,9259,1027,577.0,9259,29501,6609,0.7138,20162,0.6834,7592,0.82,23285,0.7893,8853,4878,0.5268,0.2937,2713.0,0.412,0.358,0.558
35204,萩市,44183,19372,2748,451.0,19356,44164,13804,0.7132,29229,0.6618,14713,0.7595,32093,0.7264,16272,10338,0.5337,0.2666,5229.0,0.374,0.351,0.5
46490,錦江町,6818,3130,642,312.0,3130,6818,2231,0.7128,4597,0.6742,2628,0.8396,5604,0.8219,2911,2152,0.6875,0.399,1290.0,0.56,0.475,0.58
21215,山県市,25376,9147,1428,410.0,9147,25376,6515,0.7123,17387,0.6852,7041,0.7698,18699,0.7369,8266,5298,0.5792,0.2487,2267.0,0.349,0.323,0.429
41204,多久市,18283,6743,989,436.0,6743,18283,4802,0.7121,12401,0.6783,5146,0.7632,13251,0.7248,5832,3692,0.5475,0.2285,1543.0,0.321,0.299,0.417
29442,大淀町,16713,5783,644,575.0,5783,16713,4115,0.7116,12465,0.7458,4504,0.7788,12549,0.7509,5231,3157,0.5459,0.2607,1508.0,0.366,0.335,0.478
04581,女川町,6430,2336,255,586.0,2336,6426,1661,0.711,4593,0.7148,1786,0.7646,4987,0.7756,2065,1095,0.4688,0.3776,881.0,0.531,0.494,0.806
11383,神川町,13242,4409,781,361.0,4409,13242,3135,0.711,9288,0.7014,3628,0.8229,10908,0.8237,3997,2628,0.5961,0.2009,880.0,0.282,0.244,0.337
20429,王滝村,715,308,95,207.0,308,715,219,0.711,526,0.7357,244,0.7922,591,0.8266,244,193,0.6266,0.3894,120.0,0.548,0.492,0.621
08216,笠間市,73077,23406,4368,343.0,23406,73077,16636,0.7108,50034,0.6847,18576,0.7936,56606,0.7746,21571,13770,0.5883,0.261,6114.0,0.367,0.329,0.444
41345,上峰町,9129,2361,304,497.0,2361,9129,1677,0.7103,5910,0.6474,1816,0.7692,6408,0.7019,2065,828,0.3507,0.2175,527.0,0.306,0.283,0.62
41205,伊万里市,52594,16922,2648,409.0,16868,52429,11980,0.7102,34141,0.6512,12382,0.7317,37059,0.7046,15046,9011,0.5325,0.2159,3653.0,0.304,0.295,0.405
43214,阿蘇市,24919,10032,1813,354.0,10032,24919,7124,0.7101,17802,0.7144,7698,0.7673,18989,0.762,9207,5604,0.5586,0.305,3065.0,0.429,0.397,0.546
21361,垂井町,26409,8277,765,692.0,8277,26409,5876,0.7099,17847,0.6758,6982,0.8435,21224,0.8037,7686,4860,0.5872,0.2638,2184.0,0.372,0.313,0.449
24216,伊賀市,89016,29010,4231,439.0,29010,89016,20538,0.708,59067,0.6636,21447,0.7393,61140,0.6868,26449,17635,0.6079,0.2474,7157.0,0.349,0.335,0.407
06208,村山市,22418,8892,1165,488.0,8892,22418,6295,0.7079,14533,0.6483,6573,0.7392,15619,0.6967,8213,5084,0.5717,0.2184,1945.0,0.309,0.295,0.382
28221,丹波篠山市,39601,13870,2836,313.0,13870,39601,9817,0.7078,26507,0.6694,10829,0.7807,29690,0.7497,12440,8886,0.6407,0.3885,5385.0,0.549,0.498,0.606
10211,安中市,54910,19810,2996,423.0,19810,54910,14019,0.7077,37292,0.6791,16189,0.8172,43511,0.7924,18802,11798,0.5956,0.2188,4323.0,0.309,0.268,0.367
18404,南越前町,9921,3747,593,404.0,3747,9918,2650,0.7072,7486,0.7548,2824,0.7537,7742,0.7804,3590,2540,0.6779,0.296,1115.0,0.419,0.393,0.437
16209,小矢部市,29062,10841,2284,304.0,10841,29062,7656,0.7062,20178,0.6943,8900,0.821,23305,0.8019,10572,6366,0.5872,0.1928,2086.0,0.273,0.235,0.328
32206,安来市,37080,13834,2418,366.0,13834,37080,9769,0.7062,24748,0.6674,11105,0.8027,29004,0.7822,12534,8397,0.607,0.2208,3055.0,0.313,0.275,0.364
20482,松川村,9615,3298,623,339.0,3298,9615,2328,0.7059,6684,0.6952,2598,0.7878,7408,0.7705,2994,1874,0.5682,0.1945,643.0,0.276,0.247,0.342
07541,広野町,5408,1542,398,248.0,1542,5408,1088,0.7056,3842,0.7104,1114,0.7224,3997,0.7391,1470,895,0.5804,0.3637,567.0,0.515,0.503,0.627
13401,八丈町,7041,2801,601,298.0,2801,7041,1976,0.7055,4826,0.6854,2444,0.8725,5964,0.847,2444,1626,0.5805,0.521,1459.0,0.738,0.597,0.897
23561,設楽町,4433,2268,611,238.0,2268,4433,1600,0.7055,3121,0.704,1763,0.7773,3488,0.7868,2176,1464,0.6455,0.349,790.0,0.495,0.449,0.541
28381,稲美町,30245,9717,1185,525.0,9717,30245,6855,0.7055,20315,0.6717,7646,0.7869,23570,0.7793,8990,5392,0.5549,0.3489,3390.0,0.495,0.443,0.629
21505,八百津町,10211,4118,856,308.0,4118,10211,2905,0.7054,6880,0.6738,3333,0.8094,8147,0.7979,3739,2527,0.6136,0.2777,1138.0,0.394,0.343,0.452
08230,かすみがうら市,40151,12836,2370,347.0,12836,40151,9049,0.705,25230,0.6284,10079,0.7852,28513,0.7101,12035,7067,0.5506,0.2367,3025.0,0.336,0.302,0.43
41206,武雄市,47921,15076,2541,380.0,15076,47921,10629,0.705,31593,0.6593,11712,0.7769,35956,0.7503,12550,9475,0.6285,0.2066,3112.0,0.293,0.266,0.329
44213,由布市,32731,11177,2180,328.0,11177,32731,7875,0.7046,21975,0.6714,8545,0.7645,23083,0.7052,9553,7112,0.6363,0.2565,2872.0,0.364,0.336,0.403
32202,浜田市,54555,19395,3794,327.0,19384,54466,13644,0.7039,36855,0.6767,14735,0.7597,40342,0.7395,17195,11376,0.5865,0.3446,6702.0,0.49,0.454,0.588
45402,新富町,16532,5223,986,339.0,5223,16532,3676,0.7038,10931,0.6612,4449,0.8518,13354,0.8078,4967,3056,0.5851,0.1994,1048.0,0.283,0.234,0.341
40348,久山町,9088,2472,304,520.0,2472,9088,1739,0.7035,5968,0.6567,2102,0.8503,7747,0.8524,2224,1295,0.5239,0.2901,717.0,0.412,0.341,0.554
01642,広尾町,6385,2519,402,401.0,2519,6385,1768,0.7019,4313,0.6755,1978,0.7852,4898,0.7671,2296,1602,0.636,0.2845,716.0,0.405,0.362,0.447
40402,鞍手町,15080,5932,696,545.0,5932,15080,4163,0.7018,10421,0.691,4892,0.8247,12243,0.8119,5315,3871,0.6526,0.2871,1698.0,0.409,0.348,0.44
01581,厚真町,4432,1618,609,170.0,1618,4432,1134,0.7009,2963,0.6685,1306,0.8072,3484,0.7861,1522,1019,0.6298,0.323,521.0,0.461,0.4,0.513
44207,津久見市,15895,7097,557,815.0,7063,15745,4946,0.7003,10433,0.6626,5654,0.7967,12273,0.7721,6763,4455,0.6277,0.3112,2252.0,0.444,0.391,0.496
21383,安八町,14443,4112,584,451.0,4112,14443,2878,0.6999,9164,0.6345,3222,0.7836,10344,0.7162,3719,2272,0.5525,0.1973,811.0,0.282,0.252,0.357
10421,中之条町,15404,6302,1260,320.0,6302,15404,4408,0.6995,10127,0.6574,4772,0.7572,11326,0.7353,5668,3599,0.5711,0.2516,1584.0,0.36,0.332,0.441
43505,多良木町,9048,3844,913,269.0,3844,9048,2689,0.6995,6234,0.689,2830,0.7362,6640,0.7339,3367,2399,0.6241,0.3159,1225.0,0.452,0.429,0.506
36404,板野町,13187,4392,594,473.0,4392,13187,3071,0.6992,9139,0.693,3545,0.8071,10535,0.7989,4251,2031,0.4624,0.3021,1322.0,0.432,0.374,0.653
32441,川本町,3257,1458,398,234.0,1458,3257,1019,0.6989,2389,0.7335,1151,0.7894,2526,0.7756,1304,1005,0.6893,0.3667,525.0,0.525,0.465,0.532
05211,潟上市,31702,11220,1330,540.0,11220,31702,7834,0.6982,21477,0.6775,8721,0.7773,23847,0.7522,10791,6416,0.5718,0.3696,4147.0,0.529,0.476,0.646
01363,厚沢部町,3592,1535,421,233.0,1535,3592,1071,0.6977,2434,0.6776,1118,0.7283,2556,0.7116,1293,1072,0.6984,0.295,454.0,0.423,0.405,0.422
25442,甲良町,6347,2107,257,525.0,2107,6347,1470,0.6977,4353,0.6858,1706,0.8097,5002,0.7881,1835,1260,0.598,0.2879,610.0,0.413,0.356,0.482
01436,雨竜町,2389,1015,257,253.0,1015,2389,708,0.6975,1748,0.7317,727,0.7163,1958,0.8196,1015,644,0.6345,0.2476,250.0,0.355,0.346,0.39
36489,東みよし町,13637,4986,857,372.0,4986,13637,3477,0.6974,9112,0.6682,4057,0.8137,10770,0.7898,4440,2699,0.5413,0.2938,1460.0,0.421,0.361,0.543
01649,浦幌町,4387,1844,487,242.0,1844,4387,1285,0.6969,2935,0.669,1522,0.8254,3566,0.8129,1623,1047,0.5678,0.1801,336.0,0.258,0.218,0.317
40214,豊前市,24355,9140,1344,435.0,9140,24355,6370,0.6969,16459,0.6758,7274,0.7958,18881,0.7752,8477,5212,0.5702,0.3462,3160.0,0.497,0.435,0.607
20321,軽井沢町,19223,6163,1661,237.0,6163,19223,4293,0.6966,13653,0.7102,4383,0.7112,13684,0.7119,5585,3059,0.4963,0.2401,1476.0,0.345,0.338,0.484
39307,芸西村,3689,1401,210,427.0,1401,3689,976,0.6966,2387,0.6471,1181,0.843,3068,0.8317,1197,952,0.6795,0.2648,394.0,0.38,0.314,0.39
39211,香南市,32122,10513,1540,437.0,10513,32122,7322,0.6965,21875,0.681,8414,0.8003,25103,0.7815,9310,6411,0.6098,0.2298,2402.0,0.33,0.287,0.377
46215,薩摩川内市,92312,29684,5599,339.0,29672,92294,20666,0.6965,58197,0.6306,22859,0.7701,66318,0.7184,27662,17382,0.5856,0.3634,10793.0,0.522,0.472,0.621
08222,鹿嶋市,66926,20718,2900,457.0,20718,66926,14428,0.6964,42827,0.6399,15292,0.7381,47308,0.7069,19058,10613,0.5123,0.2993,6207.0,0.43,0.406,0.584
07205,白河市,59451,17597,2774,406.0,17597,59451,12253,0.6963,39554,0.6653,13490,0.7666,43437,0.7306,15921,9454,0.5373,0.2219,3893.0,0.319,0.289,0.413
20209,伊那市,66143,20668,3513,377.0,20668,66143,14377,0.6956,43604,0.6592,15489,0.7494,48169,0.7283,18613,11179,0.5409,0.1978,4087.0,0.284,0.264,0.366
12215,旭市,63796,19841,3095,410.0,19841,63796,13784,0.6947,43277,0.6784,15141,0.7631,48735,0.7639,17639,10676,0.5381,0.1984,3936.0,0.286,0.26,0.369
33445,里庄町,11164,3537,411,551.0,3537,11164,2457,0.6947,7490,0.6709,2743,0.7755,8577,0.7683,3249,1982,0.5604,0.3312,1144.0,0.477,0.427,0.591
43205,水俣市,23344,9519,1157,527.0,9519,23344,6610,0.6944,15751,0.6747,7657,0.8044,17933,0.7682,8217,5267,0.5533,0.3304,3180.0,0.476,0.411,0.597
35321,和木町,5931,1622,122,851.0,1622,5931,1126,0.6942,3802,0.641,1243,0.7663,4269,0.7198,1577,994,0.6128,0.2578,424.0,0.371,0.336,0.421
31302,岩美町,10757,4036,521,496.0,4036,10757,2800,0.6938,7097,0.6598,2999,0.7431,7810,0.726,3434,2499,0.6192,0.2587,1049.0,0.373,0.348,0.418
43424,小国町,6621,2781,654,272.0,2781,6621,1928,0.6933,4522,0.683,1979,0.7116,4565,0.6895,2458,1764,0.6343,0.2811,780.0,0.406,0.395,0.443
46216,日置市,47188,16604,3068,346.0,16604,47188,11505,0.6929,30882,0.6544,12140,0.7311,32688,0.6927,14706,9218,0.5552,0.3346,5563.0,0.483,0.458,0.603
20413,天龍村,1178,752,160,301.0,752,1178,521,0.6928,838,0.7114,551,0.7327,852,0.7233,662,502,0.6676,0.4523,331.0,0.653,0.617,0.678
24208,名張市,76135,24768,1918,826.0,24768,76135,17155,0.6926,51319,0.6741,18469,0.7457,54769,0.7194,22446,14005,0.5654,0.2519,6257.0,0.364,0.338,0.446
44206,臼杵市,35703,14664,1969,477.0,14648,35680,10145,0.6926,23047,0.6459,10823,0.7381,25443,0.7126,12328,8186,0.5582,0.2483,3682.0,0.359,0.336,0.445
15210,十日町市,49820,19842,2598,489.0,19842,49820,13741,0.6925,33215,0.6667,15020,0.757,36879,0.7402,17751,11352,0.5721,0.2425,4810.0,0.35,0.32,0.424
15342,弥彦村,7786,2497,351,455.0,2497,7786,1729,0.6924,5219,0.6703,2076,0.8314,6500,0.8348,2490,1756,0.7032,0.1477,365.0,0.213,0.178,0.21
32528,隠岐の島町,13211,5517,941,375.0,5467,13100,3785,0.6923,9245,0.7057,4604,0.8345,11113,0.8412,5219,3433,0.6223,0.4601,2563.0,0.665,0.551,0.739
07543,富岡町,2127,480,329,93.0,480,2127,332,0.6917,1345,0.6323,365,0.7604,1459,0.6859,441,354,0.7375,0.1029,50.0,0.149,0.135,0.14
01463,占冠村,1306,308,108,183.0,308,1306,213,0.6916,982,0.7519,216,0.7013,957,0.7328,308,238,0.7727,0.5478,167.0,0.792,0.781,0.709
22219,下田市,20079,8489,1106,491.0,8478,20057,5859,0.6911,13942,0.6951,6397,0.7536,15030,0.7485,7016,5397,0.6358,0.3778,3224.0,0.547,0.501,0.594
24215,志摩市,45718,18709,2487,481.0,18673,45588,12889,0.6902,31400,0.6888,14445,0.7721,35025,0.7661,17130,10570,0.565,0.2871,5403.0,0.416,0.372,0.508
12403,九十九里町,14719,5958,873,437.0,5958,14719,4111,0.69,10291,0.6992,4569,0.7669,11403,0.7747,5465,2836,0.476,0.2202,1304.0,0.319,0.287,0.463
15225,魚沼市,34483,12898,1977,418.0,12898,34483,8895,0.6896,22816,0.6617,9684,0.7508,25164,0.7298,10682,7336,0.5688,0.2383,3074.0,0.346,0.317,0.419
21381,神戸町,18488,6010,624,616.0,6010,18488,4143,0.6894,11616,0.6283,4848,0.8067,13660,0.7389,5820,3556,0.5917,0.2727,1629.0,0.396,0.338,0.461
30344,高野町,2970,1202,230,334.0,1202,2970,827,0.688,1907,0.6421,902,0.7504,2104,0.7084,1030,802,0.6672,0.4931,602.0,0.717,0.657,0.739
23562,東栄町,2938,1455,399,233.0,1455,2938,1001,0.688,2132,0.7257,1257,0.8639,2535,0.8628,1455,1034,0.7107,0.4176,622.0,0.607,0.483,0.588
21218,本巣市,33190,9842,1481,425.0,9842,33190,6753,0.6861,21625,0.6516,7953,0.8081,25690,0.774,8809,5214,0.5298,0.2477,2487.0,0.361,0.307,0.468
34212,東広島市,196457,45688,8434,347.0,45668,196410,31318,0.6858,108546,0.5527,33343,0.7298,119929,0.6105,39960,24705,0.5407,0.3309,15134.0,0.483,0.453,0.612
40544,広川町,20093,5999,670,573.0,5999,20093,4114,0.6858,12906,0.6423,3519,0.5866,11125,0.5537,5649,2377,0.3962,0.318,1909.0,0.464,0.542,0.803
02362,大鰐町,8679,3778,408,593.0,3778,8679,2591,0.6858,6055,0.6977,3149,0.8335,7426,0.8556,3260,2225,0.5889,0.3717,1402.0,0.542,0.446,0.631
01511,猿払村,2604,617,225,176.0,617,2601,423,0.6856,1761,0.677,543,0.8801,2340,0.8986,562,378,0.6126,0.2933,180.0,0.428,0.333,0.479
06428,庄内町,20143,7590,905,537.0,7590,20143,5204,0.6856,13538,0.6721,5668,0.7468,14794,0.7344,6780,4857,0.6399,0.2049,1553.0,0.299,0.274,0.32
01559,湧別町,8270,3246,845,246.0,3246,8270,2225,0.6855,5786,0.6996,2540,0.7825,6548,0.7918,3037,1822,0.5613,0.279,906.0,0.407,0.357,0.497
10208,渋川市,74669,26290,3682,457.0,26290,74669,18014,0.6852,50800,0.6803,20139,0.766,56178,0.7524,24729,13874,0.5277,0.1868,4910.0,0.273,0.244,0.354
06323,朝日町,6357,2838,497,365.0,2838,6357,1944,0.685,4043,0.636,2156,0.7597,4625,0.7275,2587,1812,0.6385,0.2666,754.0,0.389,0.351,0.418
40225,うきは市,28009,9863,1371,460.0,9863,28009,6756,0.685,18257,0.6518,7318,0.742,20471,0.7309,9128,5392,0.5467,0.2665,2632.0,0.389,0.359,0.487
29342,平群町,18009,7055,451,1001.0,7055,18009,4832,0.6849,11770,0.6536,5425,0.769,13423,0.7453,6371,3256,0.4615,0.3509,2445.0,0.512,0.456,0.76
11362,皆野町,9302,3575,640,358.0,3575,9302,2448,0.6848,6278,0.6749,2634,0.7368,6788,0.7297,2975,1893,0.5295,0.1804,645.0,0.263,0.245,0.341
03321,紫波町,32060,10110,2490,260.0,10110,32060,6915,0.684,19756,0.6162,7637,0.7554,22236,0.6936,9124,6146,0.6079,0.1676,1691.0,0.245,0.222,0.276
39206,須崎市,20565,8368,1141,469.0,8294,20447,5672,0.6839,13833,0.6765,6738,0.8052,15747,0.7657,7861,4465,0.5336,0.263,2198.0,0.385,0.327,0.493
33212,瀬戸内市,35878,12378,1751,452.0,12356,35858,8448,0.6837,23546,0.6566,9394,0.7589,26780,0.7464,10911,6425,0.5191,0.3186,3957.0,0.466,0.42,0.614
06401,小国町,7107,2882,587,314.0,2882,7107,1970,0.6836,4932,0.694,2297,0.797,5629,0.792,2609,1937,0.6721,0.3347,965.0,0.49,0.42,0.498
45382,国富町,18385,6861,1100,399.0,6861,18385,4689,0.6834,11938,0.6493,5261,0.7668,13680,0.7441,5658,3786,0.5518,0.2377,1629.0,0.348,0.31,0.431
01227,歌志内市,2990,1589,183,556.0,1589,2990,1084,0.6822,1847,0.6177,1203,0.7571,2189,0.7321,1533,716,0.4506,0.4301,685.0,0.631,0.568,0.955
11408,寄居町,32200,10839,1618,429.0,10839,32200,7392,0.682,21880,0.6795,8295,0.7653,24264,0.7535,9924,5666,0.5227,0.2202,2401.0,0.323,0.288,0.421
39203,安芸市,16226,6643,814,522.0,6632,16194,4521,0.6817,10571,0.6528,4839,0.7284,11482,0.7076,5851,4081,0.6143,0.2816,1869.0,0.413,0.387,0.458
09206,日光市,77674,27850,4782,373.0,27850,77674,18978,0.6814,52449,0.6752,20947,0.7521,58333,0.751,24428,14466,0.5194,0.2768,7709.0,0.406,0.368,0.533
01485,初山別村,1075,417,128,209.0,417,1075,284,0.6811,719,0.6688,326,0.7818,868,0.8074,389,274,0.6571,0.419,176.0,0.615,0.536,0.638
08228,坂東市,52314,15781,3516,287.0,15781,52314,10744,0.6808,34698,0.6633,12501,0.7922,40151,0.7675,13979,9473,0.6003,0.1934,3050.0,0.284,0.244,0.322
01370,今金町,5072,2078,494,269.0,2078,5072,1414,0.6805,3516,0.6932,1684,0.8104,3980,0.7847,1943,1281,0.6165,0.3674,767.0,0.54,0.453,0.596
03203,大船渡市,34713,13050,1980,422.0,13050,34701,8879,0.6804,22984,0.6623,9716,0.7445,25755,0.7419,11916,6454,0.4946,0.2456,3206.0,0.361,0.33,0.497
07208,喜多方市,44756,16482,2485,424.0,16482,44756,11213,0.6803,29157,0.6515,11824,0.7174,31024,0.6932,14548,10106,0.6132,0.2168,3572.0,0.319,0.302,0.354
08226,那珂市,53652,17234,2893,381.0,17234,53652,11725,0.6803,35064,0.6535,13658,0.7925,40511,0.7551,15771,9187,0.5331,0.255,4385.0,0.375,0.322,0.478
36341,石井町,24908,8195,1037,506.0,8195,24908,5575,0.6803,16239,0.652,5973,0.7289,17138,0.6881,7481,4027,0.4914,0.2834,2324.0,0.417,0.389,0.577
41209,嬉野市,25853,9203,1538,383.0,9203,25853,6261,0.6803,16520,0.639,7128,0.7745,18864,0.7297,8075,5466,0.5939,0.2263,2086.0,0.333,0.292,0.381
16210,南砺市,47878,18795,4146,290.0,18795,47878,12784,0.6802,33047,0.6902,14443,0.7684,37115,0.7752,16509,11581,0.6162,0.207,3881.0,0.304,0.269,0.336
12223,鴨川市,31993,12310,2142,368.0,12290,31945,8347,0.6792,21190,0.6633,9493,0.7712,24252,0.758,11233,7358,0.5977,0.3432,4247.0,0.505,0.445,0.574
24210,亀山市,49865,12762,1616,505.0,12762,49865,8668,0.6792,34021,0.6823,9930,0.7781,39290,0.7879,11436,6633,0.5197,0.2322,2966.0,0.342,0.298,0.447
37322,土庄町,12486,5453,707,494.0,5427,12391,3685,0.679,8324,0.6718,4318,0.7919,9473,0.7587,4598,3068,0.5626,0.3266,1805.0,0.481,0.412,0.58
36205,吉野川市,38734,14661,2081,451.0,14661,38734,9954,0.6789,25997,0.6712,11332,0.7729,29672,0.766,13013,7620,0.5197,0.3087,4528.0,0.455,0.399,0.594
