市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口,圏外率,圏外総人口,圏外率_総人口,スーパー圏外65歳以上人口,スーパー圏外率,農水省_困難人口割合,農水省_困難人口,比_農水省÷本推計
43510,相良村,4099,1742,359,311.0,1742,4099,1566,0.899,3567,0.8702,1574,0.9036,0.316,554.0,0.351
24441,多気町,14009,4842,838,370.0,4842,14009,4350,0.8984,11985,0.8555,4692,0.969,0.1531,742.0,0.17
46525,瀬戸内町,8380,3221,409,504.0,3213,8360,2885,0.8979,7401,0.8853,2973,0.9253,0.5129,1667.0,0.571
40610,福智町,21127,7981,955,535.0,7981,21127,7161,0.8973,19067,0.9025,7981,1.0,0.3056,2465.0,0.341
30343,九度山町,3855,1780,247,461.0,1780,3855,1596,0.8966,3474,0.9012,1596,0.8966,0.3317,594.0,0.37
08364,大子町,15736,7282,1938,240.0,7282,15736,6523,0.8958,14105,0.8964,6711,0.9216,0.2971,2159.0,0.332
15504,刈羽村,4426,1488,286,333.0,1488,4426,1333,0.8958,3752,0.8477,1425,0.9577,0.1595,225.0,0.178
46217,曽於市,33311,13759,3466,254.0,13759,33311,12326,0.8958,28987,0.8702,13007,0.9453,0.3669,5062.0,0.41
10424,長野原町,5097,1981,584,217.0,1981,5097,1773,0.895,4603,0.9031,1912,0.9652,0.2134,425.0,0.238
06363,舟形町,5002,2073,360,369.0,2073,5002,1855,0.8948,4569,0.9134,2073,1.0,0.2376,500.0,0.265
15307,聖籠町,14267,3706,591,401.0,3706,14267,3312,0.8937,11969,0.8389,3621,0.9771,0.1482,551.0,0.166
24561,御浜町,8087,3311,617,343.0,3311,8087,2958,0.8934,7179,0.8877,3223,0.9734,0.3582,1182.0,0.401
18382,池田町,2421,1078,248,278.0,1078,2421,963,0.8933,2147,0.8868,1015,0.9416,0.425,458.0,0.476
46404,長島町,9474,3493,1036,216.0,3480,9447,3107,0.8928,8289,0.8774,3336,0.9586,0.4,1418.0,0.448
43501,錦町,10310,3439,791,278.0,3439,10310,3067,0.8918,9145,0.887,3226,0.9381,0.2987,1022.0,0.335
40602,添田町,8778,3925,662,379.0,3925,8778,3497,0.891,7704,0.8776,3692,0.9406,0.3081,1210.0,0.346
05206,男鹿市,25116,11797,1507,501.0,11792,25094,10499,0.8903,22001,0.8767,11289,0.9573,0.3914,4622.0,0.44
12409,芝山町,6962,2504,714,224.0,2504,6962,2229,0.8902,6141,0.8821,2479,0.99,0.1211,318.0,0.136
36368,那賀町,7365,3809,973,251.0,3809,7365,3389,0.8897,6603,0.8965,3610,0.9478,0.3784,1441.0,0.425
21507,東白川村,2016,906,355,163.0,906,2016,806,0.8896,1808,0.8968,806,0.8896,0.3138,286.0,0.353
01391,島牧村,1342,563,144,250.0,555,1316,493,0.8883,1109,0.8427,555,1.0,0.3895,220.0,0.439
09345,芳賀町,15087,4715,1667,181.0,4715,15087,4186,0.8878,12935,0.8574,4474,0.9489,0.203,971.0,0.229
46491,南大隅町,6449,3183,765,266.0,3174,6418,2817,0.8875,5547,0.8643,2879,0.9071,0.4776,1527.0,0.538
46502,南種子町,5445,1962,612,205.0,1962,5438,1741,0.8874,4780,0.879,1911,0.974,0.4556,894.0,0.513
05463,羽後町,13819,5438,1131,308.0,5438,13819,4825,0.8873,11954,0.865,4978,0.9154,0.3173,1725.0,0.358
07211,田村市,35192,12620,3951,204.0,12620,35192,11197,0.8872,30801,0.8752,12138,0.9618,0.1888,2381.0,0.213
20450,山形村,8407,2454,343,458.0,2454,8407,2177,0.8871,7248,0.8621,2326,0.9478,0.1593,388.0,0.18
30424,古座川町,2480,1373,334,263.0,1373,2480,1218,0.8871,2198,0.8863,1218,0.8871,0.4862,666.0,0.548
10425,嬬恋村,8853,3295,882,239.0,3295,8853,2917,0.8853,7903,0.8927,3058,0.9281,0.1735,570.0,0.196
31364,三朝町,6060,2389,410,373.0,2389,6060,2113,0.8845,5471,0.9028,2200,0.9209,0.3073,740.0,0.347
04301,蔵王町,11410,4377,1275,220.0,4377,11410,3871,0.8844,10261,0.8993,4049,0.9251,0.2242,979.0,0.254
45405,川南町,15128,5361,1701,202.0,5361,15122,4740,0.8842,12916,0.8541,5063,0.9444,0.2324,1261.0,0.263
12441,大多喜町,8873,3878,979,254.0,3878,8873,3426,0.8834,7734,0.8716,3701,0.9544,0.2243,871.0,0.254
24461,玉城町,15178,4278,577,475.0,4278,15178,3778,0.8831,13405,0.8832,4157,0.9717,0.1797,765.0,0.203
44214,国東市,26128,11216,2491,288.0,11202,26090,9889,0.8828,22176,0.85,10505,0.9378,0.3105,3511.0,0.352
12424,白子町,10298,4187,889,301.0,4187,10298,3696,0.8827,9180,0.8914,4056,0.9687,0.2118,882.0,0.24
12463,鋸南町,6984,3367,534,404.0,3367,6982,2971,0.8824,6044,0.8657,3231,0.9596,0.3366,1131.0,0.381
43511,五木村,931,458,133,220.0,458,931,404,0.8821,792,0.8507,404,0.8821,0.3997,178.0,0.453
30390,印南町,7693,2849,620,294.0,2849,7693,2511,0.8814,6707,0.8718,2580,0.9056,0.38,1085.0,0.431
02405,六戸町,10470,3536,829,273.0,3536,10470,3113,0.8804,9078,0.867,3346,0.9463,0.4153,1466.0,0.472
28222,養父市,22114,8745,1364,410.0,8745,22114,7695,0.8799,19097,0.8636,8397,0.9602,0.381,3334.0,0.433
36342,神山町,4642,2525,760,213.0,2525,4642,2221,0.8796,4065,0.8757,2436,0.9648,0.4069,1027.0,0.463
09407,那須町,23515,9687,3407,182.0,9687,23515,8521,0.8796,20832,0.8859,9294,0.9594,0.2548,2469.0,0.29
20363,原村,7658,2661,617,276.0,2661,7658,2338,0.8786,6663,0.8701,2661,1.0,0.1901,507.0,0.216
33606,鏡野町,12064,4680,1440,208.0,4680,12064,4111,0.8784,10262,0.8506,4565,0.9754,0.3014,1409.0,0.343
20432,木曽町,10588,4425,1022,277.0,4425,10588,3884,0.8777,9160,0.8651,3974,0.8981,0.2985,1321.0,0.34
29401,高取町,6771,2763,344,514.0,2763,6771,2425,0.8777,6016,0.8885,2763,1.0,0.3161,879.0,0.36
21506,白川町,7412,3464,1043,213.0,3464,7412,3039,0.8773,6585,0.8884,3382,0.9763,0.3506,1217.0,0.4
07504,浅川町,6028,2054,477,276.0,2054,6028,1802,0.8773,5281,0.8761,1891,0.9206,0.188,386.0,0.214
42208,松浦市,20991,7715,1671,295.0,7698,20952,6751,0.877,17730,0.8462,7429,0.9651,0.442,3466.0,0.504
28446,神河町,10618,4055,931,279.0,4055,10618,3553,0.8762,9161,0.8628,3627,0.8945,0.356,1444.0,0.406
01392,寿都町,2775,1159,215,345.0,1159,2775,1015,0.8758,2230,0.8036,1159,1.0,0.455,531.0,0.52
08229,稲敷市,38966,14282,2918,313.0,14282,38966,12507,0.8757,33942,0.8711,13736,0.9618,0.2096,3004.0,0.239
06364,真室川町,7218,3015,658,293.0,3015,7218,2639,0.8753,6290,0.8714,2743,0.9098,0.2,601.0,0.228
07561,新地町,7924,2599,726,229.0,2599,7924,2275,0.8753,6792,0.8571,2339,0.9,0.2196,570.0,0.251
43531,苓北町,6997,3027,490,395.0,3027,6983,2649,0.8751,5950,0.8521,2824,0.9329,0.3943,1211.0,0.451
19422,道志村,1607,614,196,200.0,614,1607,537,0.8746,1413,0.8793,614,1.0,0.2612,160.0,0.299
45431,美郷町,4826,2484,717,222.0,2484,4826,2172,0.8744,4142,0.8583,2185,0.8796,0.3332,829.0,0.381
36405,上板町,11383,4037,729,354.0,4037,11383,3529,0.8742,9753,0.8568,3943,0.9767,0.241,974.0,0.276
18442,美浜町,9133,3265,482,434.0,3265,9133,2854,0.8741,7986,0.8744,3265,1.0,0.4363,1437.0,0.499
28481,上郡町,13877,5451,866,403.0,5451,13877,4761,0.8734,12042,0.8678,4984,0.9143,0.3498,1908.0,0.4
39411,津野町,5300,2390,673,227.0,2390,5300,2087,0.8732,4515,0.8519,2390,1.0,0.2385,570.0,0.273
20411,下條村,3545,1242,391,203.0,1242,3545,1084,0.8728,3012,0.8496,1191,0.9589,0.1793,223.0,0.205
02446,階上町,13379,4266,989,276.0,4266,13379,3715,0.8708,11257,0.8414,4266,1.0,0.4686,2006.0,0.538
03210,陸前高田市,18234,7352,1424,330.0,7352,18232,6396,0.87,15668,0.8594,7036,0.957,0.2657,1955.0,0.305
46532,伊仙町,6139,2323,686,217.0,2323,6139,2021,0.87,5318,0.8663,2096,0.9023,0.5358,1245.0,0.616
12427,長南町,7253,3250,967,215.0,3250,7253,2823,0.8686,6416,0.8846,3109,0.9566,0.1488,478.0,0.171
40625,みやこ町,18795,7894,1468,344.0,7894,18795,6855,0.8684,16664,0.8866,7691,0.9743,0.3305,2616.0,0.381
05434,美郷町,18640,7314,2020,232.0,7314,18640,6351,0.8683,16154,0.8666,7153,0.978,0.3017,2223.0,0.347
33346,和気町,13624,5586,1025,349.0,5586,13624,4848,0.8679,11452,0.8406,5120,0.9166,0.317,1775.0,0.365
15385,阿賀町,9965,4944,852,371.0,4944,9965,4290,0.8677,8575,0.8605,4826,0.9761,0.3037,1502.0,0.35
39405,檮原町,3302,1542,469,210.0,1542,3302,1336,0.8664,2829,0.8568,1336,0.8664,0.3783,579.0,0.437
20324,立科町,6589,2424,560,277.0,2424,6589,2100,0.8663,5762,0.8745,2206,0.9101,0.177,432.0,0.204
43348,美里町,9396,4395,814,346.0,4395,9396,3805,0.8658,8166,0.8691,4012,0.9129,0.2859,1262.0,0.33
40646,上毛町,7256,2612,548,305.0,2612,7256,2261,0.8656,6217,0.8568,2358,0.9028,0.331,866.0,0.382
08521,八千代町,20973,6489,1585,262.0,6489,20973,5616,0.8655,17702,0.844,6302,0.9712,0.1885,1218.0,0.218
01571,豊浦町,3815,1525,313,312.0,1525,3815,1319,0.8649,3216,0.843,1459,0.9567,0.4188,633.0,0.484
21403,大野町,22075,6615,862,491.0,6615,22075,5719,0.8646,18789,0.8511,6051,0.9147,0.2273,1502.0,0.263
43482,芦北町,15490,6984,1141,392.0,6978,15473,6023,0.8631,13243,0.8559,6441,0.923,0.3425,2406.0,0.397
46452,湧水町,9126,4037,920,281.0,4037,9126,3484,0.863,7901,0.8658,3925,0.9723,0.3783,1523.0,0.438
42411,新上五島町,16930,7245,1213,382.0,7227,16856,6234,0.8626,14180,0.8412,6851,0.948,0.6051,4525.0,0.701
33663,久米南町,4512,2025,655,198.0,2025,4512,1746,0.8622,3786,0.8391,1936,0.956,0.3584,729.0,0.416
46482,東串良町,6233,2296,479,307.0,2296,6233,1978,0.8615,4848,0.7778,2288,0.9965,0.4093,936.0,0.475
32209,雲南市,35992,14418,3666,252.0,14418,35992,12419,0.8614,30222,0.8397,13312,0.9233,0.2238,3228.0,0.26
20384,飯島町,9001,3308,897,236.0,3308,9001,2846,0.8603,7695,0.8549,3308,1.0,0.2139,712.0,0.249
06362,最上町,8080,3260,605,345.0,3260,8080,2803,0.8598,6962,0.8616,2857,0.8764,0.2315,755.0,0.269
35502,阿武町,2965,1494,310,308.0,1494,2965,1284,0.8594,2453,0.8273,1313,0.8788,0.307,467.0,0.357
09343,茂木町,11896,5090,1636,199.0,5090,11896,4374,0.8593,10286,0.8647,4595,0.9028,0.2577,1308.0,0.3
07368,南会津町,14451,6045,1137,340.0,6045,14451,5191,0.8587,11971,0.8284,5686,0.9406,0.3059,1850.0,0.356
04341,丸森町,12259,5314,1700,200.0,5314,12259,4563,0.8587,10407,0.8489,4943,0.9302,0.2378,1259.0,0.277
19209,北杜市,44039,17615,4549,248.0,17615,44039,15122,0.8585,37190,0.8445,16562,0.9402,0.349,6149.0,0.407
12422,睦沢町,6858,2870,653,281.0,2870,6858,2462,0.8578,5769,0.8412,2731,0.9516,0.2144,610.0,0.25
08442,美浦村,14567,4692,850,353.0,4692,14567,4023,0.8574,12716,0.8729,4408,0.9395,0.1616,756.0,0.188
07405,西会津町,5781,2717,549,317.0,2717,5781,2328,0.8568,4955,0.8571,2352,0.8657,0.3358,913.0,0.392
08310,城里町,18091,6787,1585,274.0,6787,18091,5813,0.8565,15359,0.849,6197,0.9131,0.2181,1478.0,0.255
31372,北栄町,14053,5007,643,498.0,5007,14053,4281,0.855,11841,0.8426,4730,0.9447,0.2314,1171.0,0.271
24562,紀宝町,10305,3854,560,440.0,3854,10305,3293,0.8544,8327,0.8081,3689,0.9572,0.3246,1255.0,0.38
11349,ときがわ町,10523,4082,778,336.0,4082,10523,3484,0.8535,8839,0.84,3930,0.9628,0.1811,741.0,0.212
45209,えびの市,17634,7467,1699,281.0,7467,17634,6371,0.8532,14458,0.8199,6938,0.9292,0.3007,2247.0,0.352
33215,美作市,25928,10795,2702,256.0,10795,25928,9209,0.8531,22021,0.8493,10488,0.9716,0.3315,3580.0,0.389
06426,三川町,7627,2677,348,492.0,2677,7627,2283,0.8528,6157,0.8073,2499,0.9335,0.2125,566.0,0.249
17205,珠洲市,12833,6643,1281,332.0,6643,12826,5664,0.8526,10468,0.8162,6233,0.9383,0.3336,2226.0,0.391
40448,東峰村,1889,875,226,248.0,875,1889,746,0.8526,1631,0.8634,746,0.8526,0.3386,294.0,0.397
03441,住田町,5045,2288,600,244.0,2288,5045,1950,0.8523,4239,0.8402,2160,0.9441,0.2879,658.0,0.338
32386,飯南町,4577,2116,852,159.0,2116,4577,1803,0.8521,3874,0.8464,1824,0.862,0.2904,614.0,0.341
03507,洋野町,15065,6263,1588,252.0,6263,15065,5335,0.8518,13082,0.8684,5708,0.9114,0.2748,1724.0,0.323
34369,北広島町,17760,6922,2572,172.0,6922,17760,5896,0.8518,14067,0.7921,6773,0.9785,0.3407,2357.0,0.4
33623,奈義町,5586,1986,574,221.0,1986,5586,1691,0.8515,4269,0.7642,1838,0.9255,0.2482,491.0,0.291
10429,東吾妻町,12714,5229,1292,259.0,5229,12714,4451,0.8512,10715,0.8428,4845,0.9266,0.2139,1124.0,0.251
05363,八郎潟町,5566,2417,243,637.0,2417,5566,2056,0.8506,4704,0.8451,2395,0.9909,0.39,966.0,0.458
23562,東栄町,2938,1455,399,233.0,1455,2938,1237,0.8502,2560,0.8713,1455,1.0,0.4176,622.0,0.491
40226,宮若市,26315,9660,1446,428.0,9660,26315,8211,0.85,22040,0.8375,9039,0.9357,0.3303,3185.0,0.389
46206,阿久根市,19232,8032,1517,339.0,8032,19201,6826,0.8499,15757,0.8206,7842,0.9763,0.3428,2760.0,0.403
39306,馬路村,745,305,76,257.0,305,745,259,0.8492,616,0.8268,259,0.8492,0.2598,79.0,0.306
24214,いなべ市,44975,12292,2201,357.0,12292,44975,10435,0.8489,37090,0.8247,12023,0.9781,0.2206,2713.0,0.26
02384,鶴田町,12037,4562,604,483.0,4562,12037,3872,0.8488,10237,0.8505,4211,0.9231,0.4164,1905.0,0.491
46224,伊佐市,24441,10154,2484,262.0,10154,24441,8606,0.8475,19814,0.8107,9834,0.9685,0.3899,3964.0,0.46
17384,志賀町,18515,8259,1607,329.0,8233,18496,6975,0.8472,15626,0.8448,7455,0.9055,0.1997,1660.0,0.236
01648,陸別町,2264,901,218,265.0,901,2264,763,0.8468,1926,0.8507,784,0.8701,0.2439,216.0,0.288
33622,勝央町,10889,3502,788,284.0,3502,10889,2964,0.8464,8497,0.7803,3268,0.9332,0.2965,1027.0,0.35
44212,豊後大野市,33684,14880,3417,279.0,14880,33684,12590,0.8461,27304,0.8106,13600,0.914,0.2694,4012.0,0.318
31329,八頭町,15928,5784,841,440.0,5784,15928,4892,0.8458,13317,0.8361,5127,0.8864,0.1907,1104.0,0.225
07542,楢葉町,3706,1388,512,174.0,1388,3706,1174,0.8458,3177,0.8573,1247,0.8984,0.1919,266.0,0.227
20413,天龍村,1178,752,160,301.0,752,1178,636,0.8457,1009,0.8565,636,0.8457,0.4523,331.0,0.535
02406,横浜町,4202,1678,354,303.0,1678,4202,1419,0.8456,3570,0.8496,1678,1.0,0.5247,887.0,0.621
41423,大町町,6302,2571,239,688.0,2571,6302,2173,0.8452,5554,0.8813,2555,0.9938,0.219,562.0,0.259
16342,入善町,23826,8746,1715,326.0,8746,23826,7386,0.8445,19791,0.8306,7927,0.9064,0.2419,2124.0,0.286
08234,鉾田市,45928,15470,4743,209.0,15470,45928,13061,0.8443,38704,0.8427,14348,0.9275,0.2358,3644.0,0.279
42210,壱岐市,24642,9531,3107,196.0,9485,24544,8008,0.8443,20296,0.8269,8347,0.88,0.4681,4512.0,0.554
43447,山都町,13461,6777,1753,247.0,6777,13461,5717,0.8436,11567,0.8593,6348,0.9367,0.352,2384.0,0.417
28225,朝来市,28990,10340,1682,393.0,10340,28990,8713,0.8426,23563,0.8128,9244,0.894,0.3767,3899.0,0.447
04213,栗原市,64685,26139,6468,259.0,26139,64685,22022,0.8425,52990,0.8192,23290,0.891,0.2297,6018.0,0.273
41425,白石町,22052,7987,1892,270.0,7987,22052,6728,0.8424,18695,0.8478,7631,0.9554,0.1926,1538.0,0.229
44208,竹田市,20350,9837,2650,238.0,9837,20350,8287,0.8424,16896,0.8303,8626,0.8769,0.2997,2939.0,0.356
16343,朝日町,11074,4955,713,445.0,4955,11074,4172,0.842,9180,0.829,4578,0.9239,0.2602,1285.0,0.309
44211,宇佐市,52800,19259,3942,313.0,19259,52800,16215,0.8419,41904,0.7936,17630,0.9154,0.2522,4866.0,0.3
09411,那珂川町,15217,6035,1779,217.0,6035,15217,5077,0.8413,12899,0.8477,5483,0.9085,0.2586,1559.0,0.307
07521,三春町,16920,5918,1100,344.0,5918,16920,4978,0.8412,14653,0.866,5547,0.9373,0.2115,1244.0,0.251
40601,香春町,10455,4427,613,462.0,4427,10455,3723,0.841,9011,0.8619,4054,0.9157,0.348,1475.0,0.414
07464,泉崎村,6198,1983,487,261.0,1983,6198,1667,0.8406,5288,0.8532,1845,0.9304,0.1347,267.0,0.16
10522,明和町,10860,3300,561,376.0,3300,10860,2773,0.8403,9160,0.8435,3106,0.9412,0.2322,770.0,0.276
01394,蘭越町,4568,1817,598,194.0,1817,4568,1525,0.8393,3845,0.8417,1726,0.9499,0.3482,637.0,0.415
43506,湯前町,3632,1609,390,264.0,1609,3632,1350,0.839,3005,0.8274,1411,0.8769,0.3209,514.0,0.382
26407,京丹波町,12907,5707,1389,263.0,5707,12907,4787,0.8388,10860,0.8414,5083,0.8907,0.3082,1759.0,0.367
02210,平川市,30569,10779,1281,539.0,10779,30569,9040,0.8387,25184,0.8238,10376,0.9626,0.3695,3982.0,0.441
30383,由良町,5328,2082,294,453.0,2082,5327,1746,0.8386,4480,0.841,1848,0.8876,0.3509,733.0,0.418
06323,朝日町,6357,2838,497,365.0,2838,6357,2380,0.8386,5078,0.7988,2599,0.9158,0.2666,754.0,0.318
02321,鰺ヶ沢町,8926,4012,621,413.0,4012,8926,3362,0.838,7443,0.8339,3370,0.84,0.4487,1810.0,0.535
42212,西海市,25306,9905,2144,296.0,9830,25169,8237,0.8379,19918,0.7914,8587,0.8736,0.4751,4838.0,0.567
03485,普代村,2492,1073,267,257.0,1073,2492,899,0.8378,2002,0.8034,960,0.8947,0.3397,362.0,0.405
03501,軽米町,8420,3526,929,243.0,3526,8420,2953,0.8375,6920,0.8219,3526,1.0,0.3188,1123.0,0.381
01403,泊村,1545,614,117,336.0,614,1544,514,0.8371,1140,0.7383,531,0.8648,0.4429,277.0,0.529
06361,金山町,5071,1876,426,282.0,1876,5071,1570,0.8369,4270,0.842,1846,0.984,0.2172,408.0,0.26
20416,豊丘村,6436,2107,450,300.0,2107,6436,1761,0.8358,5160,0.8017,2002,0.9502,0.1665,353.0,0.199
40604,糸田町,8478,3177,271,750.0,3177,8478,2655,0.8357,6961,0.8211,2864,0.9015,0.3614,1162.0,0.432
03366,西和賀町,5134,2617,712,235.0,2617,5134,2186,0.8353,4354,0.8481,2186,0.8353,0.2801,734.0,0.335
20309,佐久穂町,10159,3926,695,362.0,3926,10159,3279,0.8352,8518,0.8385,3689,0.9396,0.1861,737.0,0.223
02304,蓬田村,2402,1037,152,437.0,1037,2402,866,0.8351,2007,0.8356,1037,1.0,0.4597,495.0,0.55
42209,対馬市,27513,10523,1819,370.0,10398,27266,8680,0.8348,21525,0.7894,8830,0.8492,0.5007,5502.0,0.6
01333,知内町,4157,1639,410,256.0,1639,4157,1368,0.8347,3259,0.784,1620,0.9884,0.3336,550.0,0.4
29441,吉野町,6230,3227,621,333.0,3227,6230,2693,0.8345,5127,0.823,2984,0.9247,0.3338,1080.0,0.4
33213,赤磐市,42643,14395,2182,422.0,14395,42643,12010,0.8343,35600,0.8348,13277,0.9223,0.2969,4268.0,0.356
31402,日野町,2907,1472,295,319.0,1472,2907,1228,0.8342,2396,0.8242,1228,0.8342,0.3569,525.0,0.428
08212,常陸太田市,48608,18824,3582,336.0,18824,48608,15693,0.8337,39008,0.8025,17635,0.9368,0.2664,5011.0,0.32
23427,飛島村,4558,1414,282,321.0,1414,4558,1178,0.8331,3821,0.8383,1414,1.0,0.1466,208.0,0.176
47381,竹富町,3912,899,249,231.0,899,3900,749,0.8331,3269,0.8382,809,0.8999,0.513,464.0,0.616
19366,南部町,7157,3118,632,316.0,3118,7157,2597,0.8329,6021,0.8413,2931,0.94,0.3116,973.0,0.374
46490,錦江町,6818,3130,642,312.0,3130,6818,2607,0.8329,5498,0.8064,2783,0.8891,0.399,1290.0,0.479
37387,綾川町,22614,8152,1856,281.0,8152,22614,6787,0.8326,18147,0.8025,7580,0.9298,0.1961,1606.0,0.236
01431,浦臼町,1732,782,233,215.0,782,1732,651,0.8325,1432,0.8268,782,1.0,0.3973,309.0,0.477
18501,若狭町,13969,5093,933,349.0,5075,13933,4224,0.8323,11781,0.8455,4845,0.9547,0.3736,1907.0,0.449
36206,阿波市,34694,13200,2760,306.0,13200,34694,10985,0.8322,28899,0.833,11964,0.9064,0.2654,3504.0,0.319
24470,度会町,7847,2835,505,359.0,2835,7847,2359,0.8321,6700,0.8538,2517,0.8878,0.1547,438.0,0.186
07502,玉川村,6397,2024,611,212.0,2024,6397,1684,0.832,5466,0.8545,1866,0.9219,0.1126,228.0,0.135
43444,甲佐町,10118,3986,640,399.0,3986,10118,3314,0.8314,8521,0.8422,3574,0.8966,0.2339,933.0,0.281
28220,加西市,42652,14149,2411,376.0,14149,42652,11753,0.8307,33824,0.793,12669,0.8954,0.3535,5079.0,0.426
27366,岬町,14716,5961,432,883.0,5961,14716,4951,0.8306,12033,0.8177,5506,0.9237,0.4188,2498.0,0.504
03214,八幡平市,24021,9937,2448,260.0,9937,24021,8253,0.8305,19414,0.8082,8911,0.8967,0.2422,2408.0,0.292
03302,葛巻町,5636,2735,710,247.0,2735,5636,2269,0.8296,4696,0.8332,2522,0.9221,0.3777,1026.0,0.455
46213,西之表市,14652,5587,1198,298.0,5585,14622,4631,0.8292,11945,0.8169,5228,0.9361,0.4407,2467.0,0.531
07501,石川町,14646,5450,1399,249.0,5450,14646,4518,0.829,12112,0.827,5173,0.9492,0.2044,1110.0,0.247
12238,いすみ市,35531,15045,3166,304.0,15045,35531,12473,0.829,28811,0.8109,13800,0.9172,0.2718,4094.0,0.328
28223,丹波市,61471,21542,3815,361.0,21542,61471,17858,0.829,49313,0.8022,20196,0.9375,0.3638,7833.0,0.439
20485,白馬村,8575,2772,688,258.0,2772,8575,2297,0.8286,7106,0.8287,2438,0.8795,0.2237,623.0,0.27
41210,神埼市,30932,9702,1491,416.0,9702,30932,8035,0.8282,25570,0.8267,9074,0.9353,0.2251,2197.0,0.272
03303,岩手町,12270,4901,1263,248.0,4901,12270,4057,0.8278,10083,0.8218,4564,0.9312,0.2835,1388.0,0.343
40447,筑前町,29501,9259,1027,577.0,9259,29501,7665,0.8278,23743,0.8048,8792,0.9496,0.2937,2713.0,0.355
03482,山田町,14299,5736,840,437.0,5736,14295,4748,0.8278,11937,0.835,5150,0.8978,0.2761,1586.0,0.334
16321,舟橋村,2998,551,106,333.0,551,2998,456,0.8276,2522,0.8412,500,0.9074,0.2735,173.0,0.33
17461,穴水町,7668,3790,687,353.0,3779,7651,3127,0.8275,5665,0.7404,3480,0.9209,0.311,1204.0,0.376
06461,遊佐町,13009,5489,874,402.0,5489,13009,4540,0.8271,10646,0.8184,4659,0.8488,0.2227,1227.0,0.269
47361,久米島町,7170,2140,371,369.0,2140,7170,1770,0.8271,5170,0.7211,1802,0.8421,0.392,841.0,0.474
34214,安芸高田市,26450,11098,3088,230.0,11098,26450,9171,0.8264,21173,0.8005,9977,0.899,0.2698,2998.0,0.327
39412,四万十町,15607,6990,1834,244.0,6990,15606,5776,0.8263,12595,0.8071,6060,0.867,0.2755,1923.0,0.333
04581,女川町,6430,2336,255,586.0,2336,6426,1930,0.8262,5280,0.8217,2150,0.9204,0.3776,881.0,0.457
29212,宇陀市,28119,11794,2095,360.0,11794,28119,9742,0.826,22219,0.7902,10873,0.9219,0.2947,3476.0,0.357
46392,さつま町,20239,8444,2249,240.0,8444,20239,6971,0.8256,16470,0.8138,7466,0.8842,0.3899,3293.0,0.472
43514,あさぎり町,14645,5639,1220,296.0,5639,14645,4653,0.8251,11664,0.7964,4872,0.864,0.3048,1717.0,0.369
25443,多賀町,7291,2474,389,407.0,2474,7291,2041,0.825,5350,0.7338,2207,0.8921,0.341,840.0,0.413
20362,富士見町,14131,5126,989,332.0,5126,14131,4225,0.8242,11376,0.805,4679,0.9128,0.2533,1296.0,0.307
21341,養老町,26959,9198,1300,453.0,9198,26959,7576,0.8237,22135,0.8211,8849,0.9621,0.2159,1978.0,0.262
10384,甘楽町,12487,4285,697,393.0,4285,12487,3529,0.8236,9933,0.7955,3991,0.9314,0.2042,873.0,0.248
04444,色麻町,6711,2339,607,247.0,2339,6711,1925,0.823,5388,0.8029,2174,0.9295,0.1791,420.0,0.218
25384,竜王町,11842,3338,418,511.0,3338,11842,2747,0.8229,9665,0.8162,3231,0.9679,0.3151,1045.0,0.383
05207,湯沢市,42108,16927,2515,431.0,16927,42108,13925,0.8227,34395,0.8168,15547,0.9185,0.3325,5627.0,0.404
42321,東彼杵町,7474,2922,630,297.0,2922,7469,2404,0.8227,5910,0.7913,2841,0.9723,0.4015,1201.0,0.488
44209,豊後高田市,22095,8557,1846,297.0,8557,22093,7035,0.8221,17510,0.7926,7793,0.9107,0.3349,2863.0,0.407
46492,肝付町,14161,5867,1256,299.0,5867,14161,4823,0.8221,10789,0.7619,5490,0.9357,0.3693,2173.0,0.449
38506,愛南町,19182,8814,1523,370.0,8814,19177,7238,0.8212,15217,0.7935,8157,0.9255,0.325,2906.0,0.396
08236,小美玉市,48800,14485,3431,270.0,14485,48800,11891,0.8209,39319,0.8057,13308,0.9187,0.2085,3069.0,0.254
21221,海津市,32695,11239,1708,421.0,11239,32695,9225,0.8208,26874,0.822,10285,0.9151,0.2305,2595.0,0.281
46221,志布志市,29316,10548,2915,232.0,10548,29314,8655,0.8205,23317,0.7954,9612,0.9113,0.3655,3842.0,0.445
18423,越前町,19819,7100,1074,423.0,7100,19819,5825,0.8204,15943,0.8044,6503,0.9159,0.3081,2212.0,0.376
06322,西川町,4954,2262,416,348.0,2262,4954,1855,0.8201,4040,0.8155,2023,0.8943,0.2334,528.0,0.285
02442,五戸町,16046,6457,1170,353.0,6457,16046,5293,0.8197,13061,0.814,6120,0.9478,0.4024,2602.0,0.491
01409,赤井川村,1165,364,143,163.0,364,1165,298,0.8187,855,0.7339,364,1.0,0.3721,134.0,0.454
01634,鹿追町,5266,1651,486,217.0,1651,5266,1351,0.8183,4234,0.804,1450,0.8783,0.227,370.0,0.277
35213,美祢市,23243,9893,2520,251.0,9893,23243,8091,0.8179,19157,0.8242,9266,0.9366,0.1544,1529.0,0.189
