市区町村コード,市区町村名,総65歳以上人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
01229,富良野市,7229,4885,0.6758,6478,2397,0.3316,0.2587,1877.0,0.383,0.78
40216,小郡市,16689,11269,0.6752,14191,6959,0.417,0.3481,5859.0,0.515,0.835
08207,結城市,15155,10229,0.675,13589,6776,0.4471,0.2459,3784.0,0.364,0.55
04501,涌谷町,5767,3892,0.6749,5309,3121,0.5412,0.226,1310.0,0.335,0.418
22305,松崎町,2948,1989,0.6747,2452,1425,0.4834,0.4035,1190.0,0.598,0.835
11216,羽生市,15840,10680,0.6742,14055,7084,0.4472,0.2354,3724.0,0.349,0.526
40544,広川町,5999,4044,0.6741,5649,2896,0.4827,0.318,1909.0,0.472,0.659
01468,下川町,1257,847,0.6738,847,397,0.3158,0.307,386.0,0.456,0.972
22301,東伊豆町,5489,3697,0.6735,3936,2165,0.3944,0.4524,2496.0,0.672,1.147
01484,羽幌町,2817,1896,0.6731,2726,625,0.2219,0.2873,814.0,0.427,1.295
01424,奈井江町,2169,1458,0.6722,2169,908,0.4186,0.259,567.0,0.385,0.619
12213,東金市,17091,11488,0.6722,15925,8630,0.5049,0.2432,4174.0,0.362,0.482
16204,魚津市,13799,9275,0.6722,12129,6477,0.4694,0.2215,3080.0,0.33,0.472
01692,中標津町,6151,4135,0.6722,5658,2335,0.3796,0.2595,1596.0,0.386,0.684
34202,呉市,74806,50250,0.6717,62059,34660,0.4633,0.3365,25477.0,0.501,0.726
35206,防府市,35014,23512,0.6715,30297,14314,0.4088,0.1787,6260.0,0.266,0.437
24205,桑名市,37029,24860,0.6714,30000,13676,0.3693,0.2506,9293.0,0.373,0.679
06207,上山市,11500,7720,0.6713,10591,6289,0.5469,0.2118,2411.0,0.315,0.387
12225,君津市,26378,17707,0.6713,23758,11009,0.4174,0.2486,6554.0,0.37,0.596
39403,越知町,2448,1643,0.6712,2170,1127,0.4604,0.2633,643.0,0.392,0.572
29363,田原本町,9998,6710,0.6711,8277,3991,0.3992,0.2704,2693.0,0.403,0.677
38210,伊予市,11938,8011,0.6711,10428,5797,0.4856,0.2668,3200.0,0.398,0.549
13305,日の出町,6422,4304,0.6702,5651,2759,0.4296,0.4308,2816.0,0.643,1.003
43403,大津町,7626,5111,0.6702,6492,3219,0.4221,0.283,2160.0,0.422,0.67
01636,清水町,3388,2269,0.6697,3032,1216,0.3589,0.243,823.0,0.363,0.677
34213,廿日市市,34832,23308,0.6692,30000,13908,0.3993,0.2592,9061.0,0.387,0.649
09204,佐野市,35517,23766,0.6691,29864,14352,0.4041,0.2745,9776.0,0.41,0.679
41208,小城市,12600,8431,0.6691,10660,5694,0.4519,0.1888,2379.0,0.282,0.418
05363,八郎潟町,2417,1617,0.669,2304,1176,0.4866,0.39,966.0,0.583,0.801
15206,新発田市,30644,20502,0.669,26302,13350,0.4356,0.193,5916.0,0.289,0.443
22211,磐田市,47577,31826,0.6689,41090,20089,0.4222,0.2685,12775.0,0.401,0.636
29204,天理市,16885,11284,0.6683,15423,6610,0.3915,0.3612,6096.0,0.54,0.923
21213,各務原市,41007,27374,0.6675,35393,14834,0.3617,0.2747,11250.0,0.411,0.759
17203,小松市,30477,20341,0.6674,25728,13787,0.4524,0.1764,5370.0,0.264,0.39
31201,鳥取市,54985,36692,0.6673,47431,23234,0.4226,0.243,13360.0,0.364,0.575
01428,長沼町,3964,2644,0.667,3831,1769,0.4463,0.2311,917.0,0.346,0.518
09216,下野市,14844,9878,0.6655,12826,6121,0.4124,0.2817,4201.0,0.423,0.683
35208,岩国市,46094,30657,0.6651,39917,20141,0.437,0.2457,11332.0,0.369,0.562
47214,宮古島市,14058,9349,0.665,10621,6792,0.4831,0.3186,4485.0,0.479,0.659
07421,会津坂下町,5520,3669,0.6647,4981,3006,0.5446,0.2024,1118.0,0.304,0.372
04205,気仙沼市,23398,15546,0.6644,20569,11965,0.5114,0.2876,6741.0,0.433,0.562
04445,加美町,8142,5404,0.6637,7027,4068,0.4996,0.2007,1633.0,0.302,0.402
09213,那須塩原市,31959,21185,0.6629,27608,13568,0.4245,0.2371,7591.0,0.358,0.558
20205,飯田市,31959,21174,0.6625,27091,12937,0.4048,0.2059,6586.0,0.311,0.509
01460,上富良野町,3311,2193,0.6623,2951,1237,0.3736,0.2736,907.0,0.413,0.732
42322,川棚町,4342,2873,0.6617,3725,2309,0.5318,0.3718,1640.0,0.562,0.699
43203,人吉市,11629,7691,0.6614,9866,5004,0.4303,0.2711,3158.0,0.41,0.63
01233,伊達市,12594,8325,0.661,11757,5164,0.41,0.3386,4267.0,0.512,0.826
15202,長岡市,83365,55105,0.661,67280,36109,0.4331,0.2234,18621.0,0.338,0.516
29206,桜井市,17416,11503,0.6605,13873,6476,0.3718,0.3065,5361.0,0.464,0.824
01337,七飯町,9732,6421,0.6598,8397,3777,0.3881,0.2544,2472.0,0.386,0.655
08208,龍ケ崎市,22199,14633,0.6592,19372,8211,0.3699,0.297,6568.0,0.451,0.803
11218,深谷市,41020,27015,0.6586,34594,14159,0.3452,0.2192,8961.0,0.333,0.635
15209,加茂市,9398,6185,0.6581,8125,4713,0.5015,0.1898,1776.0,0.288,0.378
46222,奄美市,13378,8799,0.6577,9982,6424,0.4802,0.3824,5140.0,0.581,0.796
34211,大竹市,9331,6134,0.6574,8614,4308,0.4617,0.3188,2999.0,0.485,0.691
04215,大崎市,38725,25454,0.6573,34426,16802,0.4339,0.2492,9654.0,0.379,0.574
42202,佐世保市,76909,50513,0.6568,63531,29359,0.3817,0.3857,29763.0,0.587,1.01
44204,日田市,22382,14700,0.6568,18428,10642,0.4755,0.2465,5517.0,0.375,0.519
43216,合志市,15162,9957,0.6567,12962,5797,0.3823,0.2607,3899.0,0.397,0.682
01427,由仁町,2056,1349,0.6561,1702,1343,0.6532,0.2646,541.0,0.403,0.405
02202,弘前市,53921,35357,0.6557,47193,20879,0.3872,0.3532,19047.0,0.539,0.912
47327,北中城村,4297,2817,0.6556,3662,1826,0.4249,0.2766,1188.0,0.422,0.651
01462,南富良野町,767,501,0.6532,584,282,0.3677,0.2886,221.0,0.442,0.785
01429,栗山町,4616,3010,0.6521,4044,1780,0.3856,0.2483,1151.0,0.381,0.644
21203,高山市,28096,18305,0.6515,22248,13216,0.4704,0.2641,7420.0,0.405,0.561
15211,見附市,12944,8426,0.651,11441,5851,0.452,0.17,2199.0,0.261,0.376
26343,井手町,2528,1645,0.6507,2100,976,0.3861,0.4353,1115.0,0.669,1.128
02426,佐井村,858,558,0.6503,688,528,0.6154,0.5713,490.0,0.878,0.928
21217,飛騨市,9098,5915,0.6501,7306,4138,0.4548,0.3184,2898.0,0.49,0.7
12233,富里市,14177,9215,0.65,12867,4937,0.3482,0.2542,3568.0,0.391,0.73
39401,中土佐町,2882,1873,0.6499,1941,1595,0.5534,0.2755,798.0,0.424,0.498
35201,下関市,90264,58652,0.6498,72214,33075,0.3664,0.2498,22561.0,0.384,0.682
01225,滝川市,13831,8985,0.6496,12129,3809,0.2754,0.3277,4529.0,0.504,1.19
01561,興部町,1213,788,0.6496,1048,384,0.3166,0.3541,428.0,0.545,1.119
36403,藍住町,9043,5874,0.6496,6985,3024,0.3344,0.256,2302.0,0.394,0.766
11238,蓮田市,19911,12932,0.6495,16888,6050,0.3039,0.3105,6179.0,0.478,1.022
27228,泉南市,17750,11516,0.6488,15678,6142,0.346,0.4074,7242.0,0.628,1.177
29209,生駒市,33372,21637,0.6484,26175,10866,0.3256,0.331,11065.0,0.511,1.017
08204,古河市,39732,25739,0.6478,35690,11966,0.3012,0.2623,10411.0,0.405,0.871
11326,毛呂山町,11545,7472,0.6472,9035,2812,0.2436,0.3162,3666.0,0.489,1.298
38202,今治市,53714,34754,0.647,45767,24833,0.4623,0.2995,16164.0,0.463,0.648
11242,日高市,17965,11623,0.647,15483,5264,0.293,0.28,5031.0,0.433,0.956
36402,北島町,5771,3733,0.6469,4852,1936,0.3355,0.2159,1252.0,0.334,0.644
30209,岩出市,12742,8241,0.6468,11293,3438,0.2698,0.2765,3553.0,0.428,1.025
06301,山辺町,4676,3024,0.6467,4036,1834,0.3922,0.1756,828.0,0.272,0.448
29203,大和郡山市,27523,17777,0.6459,22208,8662,0.3147,0.2895,7904.0,0.448,0.92
01512,浜頓別町,1285,830,0.6459,1080,574,0.4467,0.3942,510.0,0.61,0.882
42203,島原市,15326,9898,0.6458,12077,6056,0.3951,0.3952,6135.0,0.612,1.0
43442,嘉島町,2552,1648,0.6458,2087,956,0.3746,0.2414,611.0,0.374,0.644
47329,西原町,7600,4905,0.6454,5894,1274,0.1676,0.224,1683.0,0.347,1.337
32201,松江市,59428,38346,0.6453,48776,23665,0.3982,0.2661,15831.0,0.412,0.668
08202,日立市,56480,36435,0.6451,49450,18245,0.323,0.2813,15898.0,0.436,0.871
15461,湯沢町,2958,1908,0.645,2844,1499,0.5068,0.3162,935.0,0.49,0.624
02204,黒石市,10906,7033,0.6449,9284,3972,0.3642,0.3284,3593.0,0.509,0.902
07212,南相馬市,20778,13383,0.6441,18527,8533,0.4107,0.2405,5002.0,0.373,0.586
10212,みどり市,14925,9612,0.644,12709,4027,0.2698,0.1777,2636.0,0.276,0.659
12205,館山市,17744,11423,0.6438,14864,6886,0.3881,0.2813,4988.0,0.437,0.725
08224,守谷市,15767,10149,0.6437,13049,4630,0.2937,0.2958,4687.0,0.46,1.007
01397,留寿都村,499,321,0.6433,350,244,0.489,0.3795,187.0,0.59,0.776
40224,福津市,18897,12120,0.6414,16181,7195,0.3807,0.3277,6190.0,0.511,0.861
22207,富士宮市,37931,24324,0.6413,31891,13894,0.3663,0.2625,9955.0,0.409,0.717
01518,利尻町,812,520,0.6404,534,464,0.5714,0.4969,402.0,0.776,0.87
12230,八街市,20879,13361,0.6399,18020,8124,0.3891,0.2143,4481.0,0.335,0.551
23213,西尾市,43386,27742,0.6394,36109,15658,0.3609,0.23,9977.0,0.36,0.637
22221,湖西市,16029,10247,0.6393,12873,5714,0.3565,0.2563,4118.0,0.401,0.719
14342,二宮町,9739,6226,0.6393,7111,1949,0.2001,0.3128,3028.0,0.489,1.563
01406,古平町,1147,733,0.6391,733,614,0.5353,0.4637,535.0,0.726,0.866
09361,壬生町,11446,7314,0.639,9667,4664,0.4075,0.2574,2946.0,0.403,0.632
16202,高岡市,54985,35105,0.6384,47774,19470,0.3541,0.2151,11822.0,0.337,0.608
16201,富山市,122794,78382,0.6383,103557,44435,0.3619,0.2462,30223.0,0.386,0.68
10205,太田市,58046,37026,0.6379,52248,19425,0.3346,0.2143,12441.0,0.336,0.64
23230,日進市,18248,11634,0.6375,15420,5656,0.31,0.2948,5319.0,0.462,0.951
21216,瑞穂市,11886,7568,0.6367,10971,3870,0.3256,0.2988,3535.0,0.469,0.918
38205,新居浜市,37337,23715,0.6352,31885,14026,0.3757,0.247,9218.0,0.389,0.657
23361,大口町,5799,3667,0.6324,4833,1419,0.2447,0.2852,1646.0,0.451,1.166
06203,鶴岡市,42957,27128,0.6315,36758,19410,0.4518,0.2232,9597.0,0.353,0.494
14362,大井町,4944,3122,0.6315,4074,941,0.1903,0.259,1285.0,0.41,1.361
35202,宇部市,53846,33953,0.6306,45361,19278,0.358,0.2077,11217.0,0.329,0.58
47313,宜野座村,1486,937,0.6306,1132,388,0.2611,0.2457,366.0,0.39,0.941
12329,栄町,7820,4930,0.6304,6840,3736,0.4777,0.2411,1890.0,0.382,0.505
09208,小山市,41774,26326,0.6302,35220,15728,0.3765,0.282,11781.0,0.447,0.749
21211,美濃加茂市,12737,8027,0.6302,11828,5177,0.4065,0.2591,3346.0,0.411,0.637
30421,那智勝浦町,6155,3877,0.6299,4716,3223,0.5236,0.4668,2894.0,0.741,0.891
06321,河北町,6654,4191,0.6298,5968,2783,0.4182,0.1966,1305.0,0.312,0.47
37203,坂出市,18173,11443,0.6297,15982,8075,0.4443,0.2299,4177.0,0.365,0.517
13421,小笠原村,413,260,0.6295,260,204,0.4939,0.7287,301.0,1.158,1.475
01210,岩見沢市,28846,18141,0.6289,25497,10013,0.3471,0.3404,9831.0,0.541,0.981
07201,福島市,84407,53050,0.6285,70557,28279,0.335,0.2561,21590.0,0.407,0.764
01234,北広島市,19264,12100,0.6281,16773,6838,0.355,0.2957,5730.0,0.471,0.833
34207,福山市,132011,82910,0.6281,108974,49913,0.3781,0.2287,30228.0,0.364,0.605
24202,四日市市,78808,49475,0.6278,66113,25323,0.3213,0.2322,18259.0,0.37,0.723
45203,延岡市,40465,25394,0.6276,33183,16633,0.411,0.2655,10808.0,0.423,0.646
20202,松本市,66723,41849,0.6272,56143,23911,0.3584,0.2495,16631.0,0.398,0.696
39363,土佐町,1802,1125,0.6243,1133,898,0.4983,0.2306,415.0,0.369,0.463
39212,香美市,10100,6302,0.624,8279,4623,0.4577,0.325,3290.0,0.521,0.71
21202,大垣市,43357,27018,0.6232,36893,13679,0.3155,0.2623,11402.0,0.421,0.831
01643,幕別町,8653,5390,0.6229,7809,3989,0.461,0.1962,1699.0,0.315,0.426
40621,苅田町,8913,5547,0.6223,8134,2574,0.2888,0.3613,3208.0,0.58,1.251
01211,網走市,11256,7001,0.622,9499,4608,0.4094,0.318,3580.0,0.511,0.777
23220,稲沢市,37247,23145,0.6214,32768,12105,0.325,0.3298,12296.0,0.531,1.015
01393,黒松内町,1085,674,0.6212,957,638,0.588,0.4028,444.0,0.648,0.685
28464,太子町,9131,5667,0.6206,7482,3091,0.3385,0.2946,2665.0,0.475,0.87
38204,八幡浜市,12931,8009,0.6194,9689,5465,0.4226,0.3097,4056.0,0.5,0.733
06202,米沢市,25270,15628,0.6184,21067,9218,0.3648,0.2333,5894.0,0.377,0.64
11206,行田市,24782,15311,0.6178,20522,9328,0.3764,0.2295,5739.0,0.371,0.61
23441,阿久比町,7618,4702,0.6172,6988,2159,0.2834,0.2824,2122.0,0.458,0.996
41201,佐賀市,64863,40020,0.617,54867,21558,0.3324,0.2428,15735.0,0.394,0.731
11202,熊谷市,57348,35373,0.6168,48694,19925,0.3474,0.2364,13536.0,0.383,0.68
43404,菊陽町,9034,5564,0.6159,8154,2714,0.3004,0.2685,2428.0,0.436,0.894
09202,足利市,47103,28928,0.6141,39584,14974,0.3179,0.2772,13037.0,0.451,0.872
01221,名寄市,8756,5377,0.6141,8286,2892,0.3303,0.3307,2892.0,0.538,1.001
11209,飯能市,25282,15518,0.6138,22206,8769,0.3468,0.3196,8054.0,0.521,0.921
11385,上里町,8320,5104,0.6135,7181,2489,0.2992,0.1943,1617.0,0.317,0.65
22208,伊東市,27965,17138,0.6128,20536,11494,0.411,0.3602,10072.0,0.588,0.876
08203,土浦市,40955,25055,0.6118,34333,12012,0.2933,0.2698,11035.0,0.441,0.92
29424,上牧町,7558,4623,0.6117,6893,2052,0.2715,0.3247,2527.0,0.531,1.196
12206,木更津市,37386,22855,0.6113,32865,13072,0.3496,0.2834,10592.0,0.464,0.811
12229,袖ケ浦市,17024,10390,0.6103,13495,5648,0.3318,0.2321,3960.0,0.38,0.7
38215,東温市,10246,6246,0.6096,9208,4002,0.3906,0.3186,3255.0,0.523,0.816
01304,新篠津村,1134,688,0.6067,1029,619,0.5459,0.226,258.0,0.373,0.414
08221,ひたちなか市,40236,24407,0.6066,33906,11325,0.2815,0.2653,10673.0,0.437,0.943
47326,北谷町,5712,3463,0.6063,3978,1416,0.2479,0.1689,973.0,0.279,0.681
01212,留萌市,7406,4489,0.6061,5728,2695,0.3639,0.3345,2484.0,0.552,0.919
01470,音威子府村,213,129,0.6056,135,88,0.4131,0.4198,87.0,0.693,1.016
01633,上士幌町,1686,1021,0.6056,1433,681,0.4039,0.2571,435.0,0.425,0.637
31202,米子市,42375,25638,0.605,36816,11326,0.2673,0.2425,10266.0,0.401,0.907
42307,長与町,11216,6779,0.6044,9501,3145,0.2804,0.3526,3916.0,0.583,1.258
22220,裾野市,13680,8262,0.6039,11585,5250,0.3838,0.2741,3746.0,0.454,0.714
04207,名取市,18105,10928,0.6036,14851,5507,0.3042,0.2264,4048.0,0.375,0.744
47215,南城市,11498,6937,0.6033,9429,4699,0.4087,0.2419,2759.0,0.401,0.592
23302,東郷町,10473,6310,0.6025,9676,1676,0.16,0.2671,2726.0,0.443,1.669
12231,印西市,23730,14290,0.6022,19708,8767,0.3694,0.2584,6124.0,0.429,0.699
24203,伊勢市,39044,23509,0.6021,30475,15012,0.3845,0.2173,8496.0,0.361,0.565
26206,亀岡市,25966,15635,0.6021,20534,8528,0.3284,0.2575,6684.0,0.428,0.784
31204,境港市,10729,6458,0.6019,9113,3350,0.3122,0.2345,2518.0,0.39,0.751
23362,扶桑町,9086,5465,0.6015,7828,2154,0.2371,0.3267,2938.0,0.543,1.378
10204,伊勢崎市,53124,31947,0.6014,43923,14519,0.2733,0.1927,10227.0,0.32,0.705
12219,市原市,78622,47254,0.601,66950,27926,0.3552,0.2878,22639.0,0.479,0.81
10202,高崎市,105143,63168,0.6008,89437,29960,0.2849,0.2401,25214.0,0.4,0.842
23211,豊田市,97455,58555,0.6008,84370,32944,0.338,0.2594,25264.0,0.432,0.767
22205,熱海市,16341,9804,0.6,12038,6438,0.394,0.4409,7220.0,0.735,1.119
47308,本部町,4091,2454,0.5999,2939,1874,0.4581,0.2958,1215.0,0.493,0.646
40341,宇美町,10322,6185,0.5992,8309,3351,0.3246,0.2374,2471.0,0.396,0.731
02207,三沢市,10294,6153,0.5977,9074,3809,0.37,0.344,3573.0,0.576,0.93
27232,阪南市,17047,10159,0.5959,14974,5789,0.3396,0.3979,6793.0,0.668,1.172
42308,時津町,8177,4866,0.5951,7046,2594,0.3172,0.2994,2353.0,0.503,0.944
13228,あきる野市,23894,14210,0.5947,20605,5285,0.2212,0.386,9183.0,0.649,1.745
22215,御殿場市,22154,13153,0.5937,18241,6957,0.314,0.2562,5683.0,0.432,0.816
11212,東松山市,25963,15409,0.5935,22230,6269,0.2415,0.2497,6490.0,0.421,1.034
23501,幸田町,9168,5441,0.5935,8110,3211,0.3502,0.2875,2644.0,0.484,0.821
01408,余市町,7218,4278,0.5927,5791,1642,0.2275,0.3334,2421.0,0.563,1.466
01661,釧路町,5644,3341,0.592,4606,1998,0.354,0.1786,1019.0,0.302,0.505
04323,柴田町,11001,6505,0.5913,9030,3021,0.2746,0.2327,2567.0,0.394,0.847
22209,島田市,30148,17824,0.5912,23327,9198,0.3051,0.2429,7331.0,0.411,0.796
01214,稚内市,11027,6518,0.5911,9369,3758,0.3408,0.3433,3785.0,0.581,1.007
25202,彦根市,28311,16726,0.5908,23457,9185,0.3244,0.3073,8696.0,0.52,0.947
23204,瀬戸市,38110,22498,0.5903,31891,11578,0.3038,0.333,12720.0,0.564,1.096
01223,根室市,8646,5100,0.5899,7858,2955,0.3418,0.2792,2414.0,0.473,0.817
23203,一宮市,102453,60343,0.589,87940,25545,0.2493,0.3017,30936.0,0.512,1.21
01400,倶知安町,3735,2199,0.5888,3377,1433,0.3837,0.3027,1130.0,0.514,0.789
22214,藤枝市,42621,25094,0.5888,35723,10996,0.258,0.2577,10980.0,0.438,0.999
28217,川西市,48975,28830,0.5887,39443,11265,0.23,0.3568,17553.0,0.606,1.551
12212,佐倉市,55261,32495,0.588,45334,15523,0.2809,0.2987,16429.0,0.508,1.063
26322,久御山町,4944,2907,0.588,3810,1019,0.2061,0.1849,902.0,0.315,0.897
01236,北斗市,13328,7818,0.5866,11097,4861,0.3647,0.2162,2883.0,0.369,0.593
25207,守山市,18019,10562,0.5862,14676,4664,0.2588,0.2615,4732.0,0.446,1.01
47325,嘉手納町,3247,1903,0.5861,2514,764,0.2353,0.1825,597.0,0.311,0.776
20206,諏訪市,15050,8816,0.5858,12179,4327,0.2875,0.2112,3175.0,0.36,0.734
14364,山北町,3882,2273,0.5855,3501,1668,0.4297,0.2948,1142.0,0.504,0.686
06205,新庄市,11402,6672,0.5852,10240,4639,0.4069,0.2218,2522.0,0.379,0.545
11246,白岡市,14543,8505,0.5848,12793,5008,0.3444,0.3235,4722.0,0.553,0.939
33423,早島町,3602,2106,0.5847,3055,1242,0.3448,0.3328,1143.0,0.569,0.965
11464,杉戸町,14442,8440,0.5844,10628,5599,0.3877,0.2561,3689.0,0.438,0.661
29425,王寺町,6731,3927,0.5834,5087,2318,0.3444,0.334,2249.0,0.572,0.97
07203,郡山市,86476,50411,0.5829,73255,26654,0.3082,0.2254,19490.0,0.387,0.731
01219,紋別市,7700,4482,0.5821,6502,1866,0.2423,0.3124,2405.0,0.537,1.289
22325,函南町,12147,7065,0.5816,10578,4885,0.4022,0.2985,3602.0,0.513,0.742
11301,伊奈町,10819,6275,0.58,9527,2623,0.2424,0.2785,3042.0,0.48,1.149
30206,田辺市,23434,13584,0.5797,19004,9724,0.415,0.3402,7971.0,0.587,0.82
33100,岡山市,185457,107032,0.5771,143182,56605,0.3052,0.311,57755.0,0.539,1.019
04404,七ヶ浜町,5666,3265,0.5762,5190,2394,0.4225,0.2545,1436.0,0.442,0.602
10201,前橋市,96170,55402,0.5761,79866,26028,0.2706,0.2179,21007.0,0.378,0.805
20201,長野市,108233,62216,0.5748,92494,31143,0.2877,0.231,25004.0,0.402,0.803
33202,倉敷市,125582,72148,0.5745,105618,38895,0.3097,0.2743,34432.0,0.477,0.886
14217,南足柄市,13461,7728,0.5741,11179,3951,0.2935,0.2796,3757.0,0.487,0.952
01205,室蘭市,30325,17406,0.574,26365,9605,0.3167,0.3516,10663.0,0.613,1.11
40217,筑紫野市,26465,15192,0.574,22329,7713,0.2914,0.2978,7867.0,0.519,1.022
10207,館林市,22132,12697,0.5737,18732,6397,0.289,0.2141,4732.0,0.373,0.741
47314,金武町,3011,1727,0.5736,2537,848,0.2816,0.3466,1042.0,0.604,1.231
47360,伊是名村,408,234,0.5735,318,182,0.4461,0.4244,173.0,0.74,0.951
23224,知多市,23474,13452,0.5731,18435,6627,0.2823,0.3416,8014.0,0.596,1.21
25208,栗東市,13261,7587,0.5721,11909,2647,0.1996,0.2888,3795.0,0.505,1.447
37201,高松市,115196,65819,0.5714,92345,34901,0.303,0.2657,30623.0,0.465,0.877
01203,小樽市,45382,25904,0.5708,36529,11176,0.2463,0.3553,16141.0,0.623,1.443
47354,座間味村,179,102,0.5698,118,102,0.5698,0.6077,114.0,1.067,1.067
12208,野田市,47075,26802,0.5693,38515,13711,0.2913,0.2391,11250.0,0.42,0.821
13363,新島村,967,550,0.5688,587,349,0.3609,0.5058,489.0,0.889,1.401
43443,益城町,9734,5537,0.5688,7609,2980,0.3061,0.2282,2223.0,0.401,0.745
02203,八戸市,69359,39370,0.5676,59188,18704,0.2697,0.3381,23437.0,0.596,1.254
18202,敦賀市,18464,10477,0.5674,15442,5681,0.3077,0.3316,6125.0,0.584,1.078
47301,国頭村,1539,873,0.5673,1016,599,0.3892,0.3421,530.0,0.603,0.879
28210,加古川市,72178,40905,0.5667,59956,18998,0.2632,0.3085,22316.0,0.544,1.172
01610,新ひだか町,7580,4287,0.5656,6773,3120,0.4116,0.3033,2308.0,0.536,0.737
22424,吉田町,7461,4218,0.5653,5344,1924,0.2579,0.2331,1740.0,0.412,0.904
23237,あま市,22772,12871,0.5652,19722,5319,0.2336,0.2904,6689.0,0.514,1.243
47362,八重瀬町,6757,3816,0.5647,5656,2136,0.3161,0.2463,1705.0,0.436,0.779
14363,松田町,3659,2065,0.5644,3360,1555,0.425,0.4448,1624.0,0.788,1.047
04202,石巻市,46478,26182,0.5633,38074,14969,0.3221,0.2411,11213.0,0.428,0.749
12202,銚子市,22009,12391,0.563,17127,7731,0.3513,0.2443,5389.0,0.434,0.696
25201,大津市,90523,50940,0.5627,69632,28533,0.3152,0.3503,31730.0,0.623,1.111
24209,尾鷲市,7040,3961,0.5626,5641,2917,0.4143,0.2859,2036.0,0.508,0.69
29210,香芝市,18556,10439,0.5626,14341,4513,0.2432,0.2795,5151.0,0.497,1.149
11240,幸手市,17769,9991,0.5623,12437,5132,0.2888,0.2239,3948.0,0.398,0.775
11232,久喜市,45910,25745,0.5608,36096,11654,0.2538,0.2556,11781.0,0.456,1.007
06204,酒田市,36096,20219,0.5601,28684,13282,0.368,0.2026,7314.0,0.362,0.551
47357,南大東村,316,177,0.5601,177,142,0.4494,0.3631,115.0,0.648,0.808
27214,富田林市,32956,18400,0.5583,25147,8119,0.2464,0.3567,11694.0,0.639,1.448
29201,奈良市,110273,61494,0.5577,86381,28612,0.2595,0.3312,36501.0,0.594,1.276
47382,与那国町,360,200,0.5556,227,121,0.3361,0.5296,191.0,0.953,1.576
08217,取手市,36092,20047,0.5554,29209,9567,0.2651,0.3224,11621.0,0.58,1.216
47324,読谷村,9050,5026,0.5554,6037,2235,0.247,0.1616,1462.0,0.291,0.654
11211,本庄市,22694,12595,0.555,18809,6152,0.2711,0.2117,4798.0,0.381,0.781
10203,桐生市,38266,21238,0.555,32184,10269,0.2684,0.2153,8267.0,0.388,0.802
06210,天童市,18778,10406,0.5542,15196,7125,0.3794,0.1722,3231.0,0.311,0.454
22225,伊豆の国市,15735,8716,0.5539,13597,5600,0.3559,0.3246,5112.0,0.586,0.912
06206,寒河江市,12857,7119,0.5537,11002,3985,0.3099,0.1749,2249.0,0.316,0.564
41203,鳥栖市,18007,9959,0.5531,14659,4813,0.2673,0.2719,4877.0,0.492,1.017
40342,篠栗町,7949,4396,0.553,5708,2253,0.2834,0.2624,2095.0,0.474,0.926
40202,大牟田市,41240,22806,0.553,33196,8384,0.2033,0.297,12263.0,0.537,1.461
21302,岐南町,5732,3160,0.5513,4552,486,0.0848,0.1724,1004.0,0.313,2.033
23208,津島市,18394,10120,0.5502,14693,4410,0.2398,0.2801,5125.0,0.509,1.168
23227,高浜市,8885,4887,0.55,7952,710,0.0799,0.2295,2042.0,0.417,2.872
40223,古賀市,15854,8713,0.5496,13153,3349,0.2112,0.3005,4883.0,0.547,1.423
20361,下諏訪町,7341,4034,0.5495,6187,2680,0.3651,0.2231,1642.0,0.406,0.611
22212,焼津市,40836,22393,0.5484,30543,11018,0.2698,0.2574,10520.0,0.469,0.954
01208,北見市,38847,21295,0.5482,32529,10156,0.2614,0.2674,10385.0,0.488,1.023
08201,水戸市,70883,38838,0.5479,58510,16729,0.236,0.2633,18676.0,0.481,1.116
27341,忠岡町,4852,2656,0.5474,3597,844,0.1739,0.2965,1417.0,0.542,1.705
23447,武豊町,10865,5941,0.5468,9312,2155,0.1983,0.3183,3436.0,0.582,1.605
40203,久留米市,79971,43722,0.5467,64403,25265,0.3159,0.3177,25432.0,0.581,1.006
04401,松島町,5189,2827,0.5448,4766,1860,0.3585,0.2977,1552.0,0.546,0.83
11215,狭山市,47651,25962,0.5448,38746,9819,0.2061,0.299,14248.0,0.549,1.451
23225,知立市,14309,7783,0.5439,11207,2498,0.1746,0.2974,4271.0,0.547,1.704
08219,牛久市,24559,13354,0.5438,19949,7056,0.2873,0.2616,6426.0,0.481,0.911
23425,蟹江町,9539,5179,0.5429,6214,1330,0.1394,0.2492,2360.0,0.459,1.787
04321,大河原町,6568,3564,0.5426,5701,1359,0.2069,0.2221,1448.0,0.409,1.074
02201,青森市,84797,45923,0.5416,70856,19551,0.2306,0.349,29593.0,0.644,1.514
12322,酒々井町,6704,3628,0.5412,5704,1119,0.1669,0.2647,1803.0,0.489,1.586
14383,真鶴町,2915,1577,0.541,2387,1089,0.3736,0.348,1017.0,0.643,0.932
23233,清須市,15174,8205,0.5407,12430,2108,0.1389,0.3352,5091.0,0.62,2.413
42205,大村市,23846,12879,0.5401,20269,6325,0.2652,0.3407,8189.0,0.631,1.285
