市区町村コード,市区町村名,総65歳以上人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
12463,鋸南町,3367,3023,0.8978,3280,2743,0.8147,0.3366,1131.0,0.375,0.413
24214,いなべ市,12292,11031,0.8974,11906,9226,0.7506,0.2206,2713.0,0.246,0.294
10429,東吾妻町,5229,4691,0.8971,4883,3917,0.7491,0.2139,1124.0,0.238,0.286
02304,蓬田村,1037,930,0.8968,1037,802,0.7734,0.4597,495.0,0.513,0.594
33346,和気町,5586,5009,0.8967,5385,4395,0.7868,0.317,1775.0,0.354,0.403
10443,片品村,1634,1465,0.8966,1585,1334,0.8164,0.2122,348.0,0.237,0.26
46452,湧水町,4037,3619,0.8965,4000,3425,0.8484,0.3783,1523.0,0.422,0.446
10521,板倉町,4724,4234,0.8963,4554,3221,0.6818,0.2076,983.0,0.232,0.305
01222,三笠市,3808,3412,0.896,3763,2747,0.7214,0.4662,1780.0,0.52,0.646
17205,珠洲市,6643,5952,0.896,6373,5438,0.8186,0.3336,2226.0,0.372,0.407
08229,稲敷市,14282,12794,0.8958,13550,10972,0.7682,0.2096,3004.0,0.234,0.273
01663,浜中町,1755,1572,0.8957,1640,1178,0.6712,0.2347,413.0,0.262,0.35
46535,与論町,1782,1596,0.8956,1633,1386,0.7778,0.6199,1111.0,0.692,0.797
07367,只見町,1911,1711,0.8953,1824,1533,0.8022,0.3882,740.0,0.434,0.484
04606,南三陸町,4619,4133,0.8948,4441,3285,0.7112,0.2522,1187.0,0.282,0.355
44209,豊後高田市,8557,7655,0.8946,8083,6476,0.7568,0.3349,2863.0,0.374,0.442
02387,中泊町,4277,3825,0.8943,4259,3273,0.7653,0.4604,1975.0,0.515,0.602
43447,山都町,6777,6061,0.8943,6397,5242,0.7735,0.352,2384.0,0.394,0.455
08521,八千代町,6489,5800,0.8938,6399,4870,0.7505,0.1885,1218.0,0.211,0.251
33663,久米南町,2025,1810,0.8938,1924,1516,0.7486,0.3584,729.0,0.401,0.479
07405,西会津町,2717,2428,0.8936,2428,2157,0.7939,0.3358,913.0,0.376,0.423
07545,大熊町,84,75,0.8929,84,26,0.3095,0.0765,7.0,0.086,0.247
42212,西海市,9905,8844,0.8929,9126,8001,0.8078,0.4751,4838.0,0.532,0.588
42214,南島原市,16954,15134,0.8927,15475,12862,0.7586,0.4368,7473.0,0.489,0.576
46217,曽於市,13759,12282,0.8927,13065,10684,0.7765,0.3669,5062.0,0.411,0.472
07482,矢祭町,2134,1905,0.8927,1917,1610,0.7545,0.21,447.0,0.235,0.278
08442,美浦村,4692,4188,0.8926,4410,3454,0.7361,0.1616,756.0,0.181,0.22
11361,横瀬町,2626,2344,0.8926,2626,1747,0.6653,0.2305,625.0,0.258,0.347
46532,伊仙町,2323,2073,0.8924,2144,1747,0.752,0.5358,1245.0,0.6,0.712
46525,瀬戸内町,3221,2871,0.8913,2902,2454,0.7619,0.5129,1667.0,0.575,0.673
03208,遠野市,10280,9158,0.8909,9644,7269,0.7071,0.2459,2529.0,0.276,0.348
20416,豊丘村,2107,1877,0.8908,2034,1546,0.7337,0.1665,353.0,0.187,0.227
46530,徳之島町,3317,2954,0.8906,3198,2352,0.7091,0.475,1600.0,0.533,0.67
42321,東彼杵町,2922,2602,0.8905,2828,2180,0.7461,0.4015,1201.0,0.451,0.538
10522,明和町,3300,2938,0.8903,3211,2139,0.6482,0.2322,770.0,0.261,0.358
38386,久万高原町,3662,3260,0.8902,3564,2984,0.8149,0.3665,1340.0,0.412,0.45
18501,若狭町,5093,4533,0.89,4929,3926,0.7709,0.3736,1907.0,0.42,0.485
31364,三朝町,2389,2126,0.8899,2218,1761,0.7371,0.3073,740.0,0.345,0.417
32526,西ノ島町,1262,1123,0.8899,1123,1044,0.8273,0.546,704.0,0.614,0.66
36321,佐那河内村,990,881,0.8899,990,833,0.8414,0.2954,291.0,0.332,0.351
46482,東串良町,2296,2043,0.8898,2296,1901,0.828,0.4093,936.0,0.46,0.494
05464,東成瀬村,1015,903,0.8897,1015,828,0.8158,0.3535,356.0,0.397,0.433
36388,海陽町,3829,3405,0.8893,3659,2880,0.7522,0.4382,1697.0,0.493,0.583
01430,月形町,1374,1221,0.8886,1239,1128,0.821,0.3116,429.0,0.351,0.38
15504,刈羽村,1488,1322,0.8884,1428,1122,0.754,0.1595,225.0,0.18,0.212
12238,いすみ市,15045,13363,0.8882,14166,11474,0.7626,0.2718,4094.0,0.306,0.356
15307,聖籠町,3706,3291,0.888,3693,2910,0.7852,0.1482,551.0,0.167,0.189
09343,茂木町,5090,4517,0.8874,4862,4038,0.7933,0.2577,1308.0,0.29,0.325
19209,北杜市,17615,15631,0.8874,16852,13682,0.7767,0.349,6149.0,0.393,0.449
01432,新十津川町,2653,2354,0.8873,2497,1467,0.553,0.3422,912.0,0.386,0.619
43212,上天草市,9651,8560,0.887,9110,7457,0.7727,0.3707,3826.0,0.418,0.48
03366,西和賀町,2617,2321,0.8869,2321,2209,0.8441,0.2801,734.0,0.316,0.332
04301,蔵王町,4377,3882,0.8869,4060,3418,0.7809,0.2242,979.0,0.253,0.287
28481,上郡町,5451,4834,0.8868,5005,4048,0.7426,0.3498,1908.0,0.394,0.471
39302,奈半利町,1404,1245,0.8868,1245,905,0.6446,0.3658,519.0,0.413,0.567
36404,板野町,4392,3894,0.8866,4392,2643,0.6018,0.3021,1322.0,0.341,0.502
02446,階上町,4266,3781,0.8863,4266,3308,0.7754,0.4686,2006.0,0.529,0.604
15482,津南町,3787,3356,0.8862,3392,2903,0.7666,0.3171,1194.0,0.358,0.414
15342,弥彦村,2497,2212,0.8859,2490,1839,0.7365,0.1477,365.0,0.167,0.201
03461,大槌町,4239,3755,0.8858,4173,3209,0.757,0.2916,1224.0,0.329,0.385
07368,南会津町,6045,5353,0.8855,5558,4893,0.8094,0.3059,1850.0,0.345,0.378
46490,錦江町,3130,2770,0.885,2911,2241,0.716,0.399,1290.0,0.451,0.557
05434,美郷町,7314,6464,0.8838,7189,5776,0.7897,0.3017,2223.0,0.341,0.382
45402,新富町,5223,4616,0.8838,4994,3198,0.6123,0.1994,1048.0,0.226,0.326
12423,長生村,4740,4187,0.8833,4740,3456,0.7291,0.2355,1116.0,0.267,0.323
15385,阿賀町,4944,4366,0.8831,4873,3929,0.7947,0.3037,1502.0,0.344,0.382
21207,美濃市,6961,6147,0.8831,6552,5244,0.7533,0.2576,1796.0,0.292,0.342
09407,那須町,9687,8551,0.8827,9269,7391,0.763,0.2548,2469.0,0.289,0.334
28220,加西市,14149,12488,0.8826,13262,10484,0.741,0.3535,5079.0,0.401,0.477
28223,丹波市,21542,19013,0.8826,20542,15849,0.7357,0.3638,7833.0,0.412,0.494
37406,まんのう町,6671,5885,0.8822,6351,4727,0.7086,0.2088,1387.0,0.237,0.295
08234,鉾田市,15470,13641,0.8818,14517,11656,0.7535,0.2358,3644.0,0.267,0.313
30383,由良町,2082,1835,0.8814,1867,1699,0.816,0.3509,733.0,0.398,0.43
34210,庄原市,14456,12741,0.8814,13318,11196,0.7745,0.2994,4365.0,0.34,0.387
12234,南房総市,16857,14854,0.8812,16047,11899,0.7059,0.314,5306.0,0.356,0.445
46468,大崎町,4896,4314,0.8811,4446,3910,0.7986,0.3972,1934.0,0.451,0.497
03501,軽米町,3526,3105,0.8806,3526,2749,0.7796,0.3188,1123.0,0.362,0.409
17207,羽咋市,8208,7227,0.8805,7717,5251,0.6397,0.2096,1725.0,0.238,0.328
12441,大多喜町,3878,3414,0.8804,3709,2826,0.7287,0.2243,871.0,0.255,0.308
46492,肝付町,5867,5165,0.8803,5558,4430,0.7551,0.3693,2173.0,0.419,0.489
01511,猿払村,617,543,0.8801,562,374,0.6062,0.2933,180.0,0.333,0.484
41210,神埼市,9702,8538,0.88,9027,6424,0.6621,0.2251,2197.0,0.256,0.34
41425,白石町,7987,7028,0.8799,7635,5545,0.6943,0.1926,1538.0,0.219,0.277
40226,宮若市,9660,8494,0.8793,9165,7044,0.7292,0.3303,3185.0,0.376,0.453
16322,上市町,7210,6339,0.8792,6924,5313,0.7369,0.2271,1635.0,0.258,0.308
01363,厚沢部町,1535,1348,0.8782,1535,1226,0.7987,0.295,454.0,0.336,0.369
01519,利尻富士町,928,815,0.8782,850,710,0.7651,0.5339,502.0,0.608,0.698
33214,真庭市,17084,15002,0.8781,15702,12428,0.7275,0.2603,4441.0,0.296,0.358
29441,吉野町,3227,2833,0.8779,3058,2193,0.6796,0.3338,1080.0,0.38,0.491
03524,一戸町,4866,4269,0.8773,4454,3654,0.7509,0.3301,1611.0,0.376,0.44
20481,池田町,3689,3232,0.8761,3664,2868,0.7774,0.2028,752.0,0.231,0.261
24441,多気町,4842,4240,0.8757,4602,3875,0.8003,0.1531,742.0,0.175,0.191
43364,玉東町,1762,1543,0.8757,1657,1138,0.6459,0.2867,525.0,0.327,0.444
20411,下條村,1242,1087,0.8752,1126,991,0.7979,0.1793,223.0,0.205,0.225
23562,東栄町,1455,1273,0.8749,1455,1098,0.7546,0.4176,622.0,0.477,0.553
45209,えびの市,7467,6532,0.8748,6811,5515,0.7386,0.3007,2247.0,0.344,0.407
20384,飯島町,3308,2893,0.8745,3308,2245,0.6787,0.2139,712.0,0.245,0.315
01575,壮瞥町,1239,1083,0.8741,1170,859,0.6933,0.4092,506.0,0.468,0.59
44211,宇佐市,19259,16835,0.8741,18234,14340,0.7446,0.2522,4866.0,0.289,0.339
17384,志賀町,8259,7219,0.8741,7613,6350,0.7689,0.1997,1660.0,0.228,0.26
13361,大島町,2713,2371,0.8739,2416,1770,0.6524,0.5547,1505.0,0.635,0.85
01332,福島町,1791,1565,0.8738,1584,1055,0.5891,0.3866,716.0,0.442,0.656
01401,共和町,1816,1586,0.8733,1772,1301,0.7164,0.3733,682.0,0.427,0.521
40348,久山町,2472,2158,0.873,2245,1345,0.5441,0.2901,717.0,0.332,0.533
42323,波佐見町,4600,4015,0.8728,4367,3124,0.6791,0.3749,1724.0,0.43,0.552
43514,あさぎり町,5639,4922,0.8728,5050,4282,0.7594,0.3048,1717.0,0.349,0.401
03214,八幡平市,9937,8672,0.8727,9082,7695,0.7744,0.2422,2408.0,0.277,0.313
04424,大衡村,1720,1501,0.8727,1720,1255,0.7297,0.1886,322.0,0.216,0.258
21218,本巣市,9842,8588,0.8726,9262,6185,0.6284,0.2477,2487.0,0.284,0.394
13401,八丈町,2801,2444,0.8725,2444,1626,0.5805,0.521,1459.0,0.597,0.897
08236,小美玉市,14485,12637,0.8724,13714,10066,0.6949,0.2085,3069.0,0.239,0.3
28225,朝来市,10340,9020,0.8723,9436,7613,0.7363,0.3767,3899.0,0.432,0.512
42209,対馬市,10523,9178,0.8722,9548,8377,0.7961,0.5007,5502.0,0.574,0.629
21501,坂祝町,2277,1985,0.8718,2192,1780,0.7817,0.2866,646.0,0.329,0.367
03482,山田町,5736,5000,0.8717,5216,3837,0.6689,0.2761,1586.0,0.317,0.413
20407,阿智村,2284,1991,0.8717,2179,1584,0.6935,0.1633,369.0,0.187,0.236
08225,常陸大宮市,14602,12719,0.871,13944,10570,0.7239,0.2668,3903.0,0.306,0.369
19365,身延町,5062,4409,0.871,4635,3829,0.7564,0.34,1722.0,0.39,0.45
21503,川辺町,3312,2884,0.8708,3147,2454,0.7409,0.2703,854.0,0.31,0.365
30366,有田川町,8339,7262,0.8708,7774,6143,0.7367,0.3168,2638.0,0.364,0.43
38506,愛南町,8814,7673,0.8705,8472,6496,0.737,0.325,2906.0,0.373,0.441
36207,美馬市,10933,9515,0.8703,10400,7380,0.675,0.31,3395.0,0.356,0.459
08310,城里町,6787,5906,0.8702,6295,5146,0.7582,0.2181,1478.0,0.251,0.288
19366,南部町,3118,2713,0.8701,3069,2424,0.7774,0.3116,973.0,0.358,0.401
20362,富士見町,5126,4460,0.8701,4577,3731,0.7279,0.2533,1296.0,0.291,0.348
01453,東神楽町,2932,2551,0.8701,2773,1358,0.4632,0.1529,448.0,0.176,0.33
31372,北栄町,5007,4355,0.8698,4860,3334,0.6659,0.2314,1171.0,0.266,0.348
01552,佐呂間町,1921,1670,0.8693,1846,1358,0.7069,0.3212,618.0,0.369,0.454
46220,南さつま市,12960,11262,0.869,12108,9154,0.7063,0.3807,4956.0,0.438,0.539
07461,西郷村,5131,4459,0.869,5006,3789,0.7385,0.2126,1103.0,0.245,0.288
40610,福智町,7981,6934,0.8688,7813,5756,0.7212,0.3056,2465.0,0.352,0.424
03302,葛巻町,2735,2376,0.8687,2546,2090,0.7642,0.3777,1026.0,0.435,0.494
47361,久米島町,2140,1859,0.8687,2014,1555,0.7266,0.392,841.0,0.451,0.54
33623,奈義町,1986,1725,0.8686,1811,1485,0.7477,0.2482,491.0,0.286,0.332
16208,砺波市,14514,12605,0.8685,13912,9841,0.678,0.2119,3093.0,0.244,0.313
07211,田村市,12620,10958,0.8683,12197,9644,0.7642,0.1888,2381.0,0.217,0.247
20446,麻績村,1179,1023,0.8677,1023,859,0.7286,0.234,272.0,0.27,0.321
09342,益子町,7017,6088,0.8676,6729,5077,0.7235,0.2343,1650.0,0.27,0.324
01333,知内町,1639,1422,0.8676,1639,1261,0.7694,0.3336,550.0,0.385,0.434
02321,鰺ヶ沢町,4012,3480,0.8674,3524,2666,0.6645,0.4487,1810.0,0.517,0.675
20562,木島平村,1764,1530,0.8673,1688,1381,0.7829,0.2087,368.0,0.241,0.267
24472,南伊勢町,5675,4922,0.8673,4922,4298,0.7574,0.3523,2067.0,0.406,0.465
20212,大町市,9925,8608,0.8673,9411,6507,0.6556,0.2332,2307.0,0.269,0.356
10384,甘楽町,4285,3714,0.8667,4129,3469,0.8096,0.2042,873.0,0.236,0.252
12237,山武市,17360,15043,0.8665,16638,11886,0.6847,0.1908,3307.0,0.22,0.279
17204,輪島市,11255,9748,0.8661,10209,7791,0.6922,0.3178,3599.0,0.367,0.459
37324,小豆島町,6007,5202,0.866,5281,3971,0.6611,0.3476,2127.0,0.401,0.526
44212,豊後大野市,14880,12873,0.8651,13553,10762,0.7233,0.2694,4012.0,0.311,0.372
03507,洋野町,6263,5416,0.8648,5611,5145,0.8215,0.2748,1724.0,0.318,0.334
01394,蘭越町,1817,1570,0.8641,1803,1218,0.6703,0.3482,637.0,0.403,0.519
07504,浅川町,2054,1774,0.8637,2027,1487,0.724,0.188,386.0,0.218,0.26
32209,雲南市,14418,12451,0.8636,13531,11208,0.7774,0.2238,3228.0,0.259,0.288
46224,伊佐市,10154,8768,0.8635,10093,7768,0.765,0.3899,3964.0,0.452,0.51
27366,岬町,5961,5146,0.8633,5658,3921,0.6578,0.4188,2498.0,0.485,0.637
40447,筑前町,9259,7991,0.8631,9098,5413,0.5846,0.2937,2713.0,0.34,0.502
29442,大淀町,5783,4991,0.863,5231,3603,0.623,0.2607,1508.0,0.302,0.418
16343,朝日町,4955,4270,0.8618,4779,3565,0.7195,0.2602,1285.0,0.302,0.362
08212,常陸太田市,18824,16220,0.8617,17525,14097,0.7489,0.2664,5011.0,0.309,0.356
24562,紀宝町,3854,3321,0.8617,3605,2618,0.6793,0.3246,1255.0,0.377,0.478
25214,米原市,11052,9522,0.8616,10575,8010,0.7248,0.3182,3519.0,0.369,0.439
05206,男鹿市,11797,10162,0.8614,11204,8571,0.7265,0.3914,4622.0,0.454,0.539
28301,猪名川町,9390,8086,0.8611,8418,6431,0.6849,0.3568,3358.0,0.414,0.521
07465,中島村,1460,1257,0.861,1443,1140,0.7808,0.141,209.0,0.164,0.181
06402,白鷹町,4986,4290,0.8604,4539,3756,0.7533,0.2085,1041.0,0.242,0.277
21210,恵那市,16811,14457,0.86,15847,11631,0.6919,0.2905,4897.0,0.338,0.42
24470,度会町,2835,2438,0.86,2645,2001,0.7058,0.1547,438.0,0.18,0.219
21221,海津市,11239,9664,0.8599,10492,8013,0.713,0.2305,2595.0,0.268,0.323
01694,羅臼町,1419,1220,0.8598,1384,983,0.6927,0.2776,412.0,0.323,0.401
43205,水俣市,9519,8184,0.8598,8529,6396,0.6719,0.3304,3180.0,0.384,0.492
21401,揖斐川町,7676,6599,0.8597,7241,5310,0.6918,0.2479,1865.0,0.288,0.358
15224,佐渡市,21531,18505,0.8595,19481,15682,0.7283,0.3268,7166.0,0.38,0.449
43482,芦北町,6984,6002,0.8594,6568,5086,0.7282,0.3425,2406.0,0.399,0.47
36468,つるぎ町,3586,3081,0.8592,3281,2544,0.7094,0.3812,1371.0,0.444,0.537
07501,石川町,5450,4682,0.8591,5181,4194,0.7695,0.2044,1110.0,0.238,0.266
01392,寿都町,1159,995,0.8585,1159,487,0.4202,0.455,531.0,0.53,1.083
25209,甲賀市,24938,21406,0.8584,23918,16554,0.6638,0.3324,8279.0,0.387,0.501
01665,弟子屈町,2871,2464,0.8582,2724,1820,0.6339,0.3346,955.0,0.39,0.528
03402,平泉町,2879,2470,0.8579,2711,1990,0.6912,0.1705,487.0,0.199,0.247
43348,美里町,4395,3770,0.8578,4030,3090,0.7031,0.2859,1262.0,0.333,0.407
10211,安中市,19810,16990,0.8576,18842,12206,0.6162,0.2188,4323.0,0.255,0.355
18442,美浜町,3265,2799,0.8573,3265,2466,0.7553,0.4363,1437.0,0.509,0.578
01343,鹿部町,1516,1299,0.8569,1396,1087,0.717,0.3396,515.0,0.396,0.474
43214,阿蘇市,10032,8596,0.8569,9257,5902,0.5883,0.305,3065.0,0.356,0.518
44208,竹田市,9837,8427,0.8567,8744,7972,0.8104,0.2997,2939.0,0.35,0.37
35343,田布施町,5238,4486,0.8564,4830,3667,0.7001,0.1838,961.0,0.215,0.263
20383,箕輪町,7163,6131,0.8559,6632,4138,0.5777,0.1995,1430.0,0.233,0.345
20323,御代田町,4307,3686,0.8558,3904,2598,0.6032,0.2634,1139.0,0.308,0.437
17386,宝達志水町,4810,4112,0.8549,4524,3603,0.7491,0.1606,770.0,0.188,0.214
21381,神戸町,6010,5138,0.8549,5820,3738,0.622,0.2727,1629.0,0.319,0.438
06322,西川町,2262,1933,0.8546,2054,1664,0.7356,0.2334,528.0,0.273,0.317
26203,綾部市,12316,10525,0.8546,11664,8517,0.6915,0.3552,4374.0,0.416,0.514
22461,森町,6162,5266,0.8546,5806,3599,0.5841,0.2704,1622.0,0.316,0.463
28228,加東市,10979,9382,0.8545,10292,6497,0.5918,0.3778,4064.0,0.442,0.638
28227,宍粟市,12646,10800,0.854,11923,9296,0.7351,0.3317,4195.0,0.388,0.451
33213,赤磐市,14395,12292,0.8539,13654,9340,0.6488,0.2969,4268.0,0.348,0.458
03381,金ケ崎町,4763,4065,0.8535,4447,3258,0.684,0.2443,1164.0,0.286,0.357
03483,岩泉町,3852,3287,0.8533,3481,2788,0.7238,0.3872,1496.0,0.454,0.535
20219,東御市,9343,7969,0.8529,9136,5819,0.6228,0.188,1755.0,0.22,0.302
03210,陸前高田市,7352,6270,0.8528,6925,5081,0.6911,0.2657,1955.0,0.312,0.384
21206,中津川市,25022,21333,0.8526,23068,18365,0.734,0.2996,7485.0,0.351,0.408
31390,伯耆町,4209,3588,0.8525,3969,2639,0.627,0.2315,982.0,0.272,0.369
20413,天龍村,752,641,0.8524,752,502,0.6676,0.4523,331.0,0.531,0.678
39410,日高村,2080,1773,0.8524,1953,1252,0.6019,0.1775,368.0,0.208,0.295
33211,備前市,12666,10795,0.8523,11673,9156,0.7229,0.3337,4248.0,0.391,0.462
01691,別海町,3974,3385,0.8518,3860,2788,0.7016,0.1987,793.0,0.233,0.283
39208,宿毛市,7330,6244,0.8518,7063,5180,0.7067,0.2467,1817.0,0.29,0.349
37364,直島町,989,842,0.8514,989,727,0.7351,0.4062,417.0,0.477,0.553
25384,竜王町,3338,2841,0.8511,3267,2248,0.6735,0.3151,1045.0,0.37,0.468
37208,三豊市,22547,19186,0.8509,20994,15145,0.6717,0.1882,4247.0,0.221,0.28
39202,室戸市,5997,5103,0.8509,5663,4558,0.76,0.3316,2003.0,0.39,0.436
21604,白川村,502,427,0.8506,478,382,0.761,0.3231,162.0,0.38,0.425
12349,東庄町,5162,4389,0.8503,4892,3276,0.6346,0.161,835.0,0.189,0.254
20402,松川町,4339,3689,0.8502,3975,2553,0.5884,0.1488,643.0,0.175,0.253
07408,猪苗代町,5372,4567,0.8501,4910,3988,0.7424,0.2225,1193.0,0.262,0.3
02301,平内町,4111,3494,0.8499,3820,2684,0.6529,0.4603,1917.0,0.542,0.705
18423,越前町,7100,6034,0.8499,6618,5004,0.7048,0.3081,2212.0,0.363,0.437
21361,垂井町,8277,7033,0.8497,7969,5322,0.643,0.2638,2184.0,0.31,0.41
38214,西予市,15451,13123,0.8493,14893,11487,0.7434,0.3573,5566.0,0.421,0.481
43468,氷川町,4278,3633,0.8492,3810,3030,0.7083,0.3066,1318.0,0.361,0.433
08302,茨城町,10953,9289,0.8481,10413,7023,0.6412,0.2245,2466.0,0.265,0.35
41346,みやき町,8866,7518,0.848,8286,5796,0.6537,0.231,2043.0,0.272,0.353
45406,都農町,3856,3266,0.847,3538,2663,0.6906,0.221,848.0,0.261,0.32
26213,南丹市,11142,9436,0.8469,10358,8292,0.7442,0.3756,4183.0,0.443,0.505
28224,南あわじ市,15969,13518,0.8465,14891,10578,0.6624,0.4053,6467.0,0.479,0.612
44210,杵築市,10389,8791,0.8462,9598,7436,0.7158,0.3024,3138.0,0.357,0.422
26465,与謝野町,7509,6347,0.8453,6609,4927,0.6561,0.2956,2230.0,0.35,0.451
28586,新温泉町,5464,4617,0.845,5446,3839,0.7026,0.3772,2061.0,0.446,0.537
25212,高島市,16641,14056,0.8447,15611,11386,0.6842,0.383,6375.0,0.453,0.56
37387,綾川町,8152,6884,0.8445,7592,5631,0.6908,0.1961,1606.0,0.232,0.284
21521,御嵩町,5552,4687,0.8442,5241,3484,0.6275,0.2794,1555.0,0.331,0.445
15226,南魚沼市,18394,15526,0.8441,16986,12501,0.6796,0.2289,4209.0,0.271,0.337
42213,雲仙市,14572,12297,0.8439,13240,9948,0.6827,0.4198,6162.0,0.497,0.615
20485,白馬村,2772,2339,0.8438,2546,1823,0.6576,0.2237,623.0,0.265,0.34
39307,芸西村,1401,1181,0.843,1197,983,0.7016,0.2648,394.0,0.314,0.377
39306,馬路村,305,257,0.8426,257,201,0.659,0.2598,79.0,0.308,0.394
42211,五島市,13775,11603,0.8423,12983,9217,0.6691,0.5258,7363.0,0.624,0.786
40601,香春町,4427,3728,0.8421,4054,3103,0.7009,0.348,1475.0,0.413,0.496
02408,東北町,6365,5360,0.8421,6000,4449,0.699,0.4025,2536.0,0.478,0.576
02303,今別町,1258,1059,0.8418,1258,895,0.7114,0.6002,774.0,0.713,0.844
01405,積丹町,859,723,0.8417,859,537,0.6251,0.454,390.0,0.539,0.726
08223,潮来市,9084,7646,0.8417,8624,5638,0.6207,0.2355,2138.0,0.28,0.379
29212,宇陀市,11794,9921,0.8412,11064,8019,0.6799,0.2947,3476.0,0.35,0.433
46223,南九州市,13267,11157,0.841,12627,9218,0.6948,0.3815,5053.0,0.454,0.549
30208,紀の川市,19370,16289,0.8409,18362,12208,0.6303,0.3035,5903.0,0.361,0.482
19206,大月市,9107,7657,0.8408,8499,6146,0.6749,0.3438,3126.0,0.409,0.509
01395,ニセコ町,1318,1108,0.8407,1318,782,0.5933,0.3547,464.0,0.422,0.598
01409,赤井川村,364,306,0.8407,364,291,0.7995,0.3721,134.0,0.443,0.465
15223,阿賀野市,14034,11798,0.8407,13182,9179,0.6541,0.1349,1891.0,0.161,0.206
22344,小山町,5586,4696,0.8407,5283,3485,0.6239,0.252,1404.0,0.3,0.404
30344,高野町,1202,1010,0.8403,1030,936,0.7787,0.4931,602.0,0.587,0.633
35305,周防大島町,7887,6625,0.84,7552,5780,0.7329,0.3909,3155.0,0.465,0.533
39211,香南市,10513,8831,0.84,9804,6748,0.6419,0.2298,2402.0,0.274,0.358
34215,江田島市,9182,7711,0.8398,8402,6326,0.689,0.4216,4036.0,0.502,0.612
07543,富岡町,480,403,0.8396,426,339,0.7063,0.1029,50.0,0.123,0.146
38488,鬼北町,4521,3795,0.8394,4164,3447,0.7624,0.3608,1634.0,0.43,0.473
01546,清里町,1497,1256,0.839,1392,758,0.5063,0.2503,371.0,0.298,0.494
41345,上峰町,2361,1980,0.8386,2257,882,0.3736,0.2175,527.0,0.259,0.582
40214,豊前市,9140,7665,0.8386,8671,5830,0.6379,0.3462,3160.0,0.413,0.543
32528,隠岐の島町,5517,4626,0.8385,5219,3680,0.667,0.4601,2563.0,0.549,0.69
23445,南知多町,6377,5347,0.8385,6175,4072,0.6385,0.3104,2002.0,0.37,0.486
12443,御宿町,3567,2989,0.838,3241,2316,0.6493,0.3717,1327.0,0.444,0.572
21505,八百津町,4118,3451,0.838,3910,2713,0.6588,0.2777,1138.0,0.331,0.421
29343,三郷町,7453,6245,0.8379,6492,3586,0.4811,0.426,3208.0,0.508,0.885
01585,安平町,2717,2274,0.837,2644,1734,0.6382,0.295,800.0,0.352,0.462
25383,日野町,6416,5368,0.8367,6183,5050,0.7871,0.3124,2007.0,0.373,0.397
03303,岩手町,4901,4100,0.8366,4539,3347,0.6829,0.2835,1388.0,0.339,0.415
08231,桜川市,13516,11301,0.8361,13020,9169,0.6784,0.1859,2496.0,0.222,0.274
21220,下呂市,12299,10283,0.8361,11163,8660,0.7041,0.3569,4389.0,0.427,0.507
01607,浦河町,4080,3410,0.8358,3966,2219,0.5439,0.3375,1383.0,0.404,0.621
09215,那須烏山市,9306,7774,0.8354,9044,6674,0.7172,0.2537,2368.0,0.304,0.354
23563,豊根村,528,441,0.8352,528,423,0.8011,0.3597,192.0,0.431,0.449
20385,南箕輪村,3712,3099,0.8349,3601,2206,0.5943,0.1957,724.0,0.234,0.329
15217,妙高市,11328,9456,0.8347,10579,6988,0.6169,0.2241,2537.0,0.268,0.363
40448,東峰村,875,730,0.8343,730,727,0.8309,0.3386,294.0,0.406,0.408
36204,阿南市,23026,19208,0.8342,21567,14316,0.6217,0.2825,6535.0,0.339,0.454
46206,阿久根市,8032,6700,0.8342,7824,5164,0.6429,0.3428,2760.0,0.411,0.533
33210,新見市,11614,9687,0.8341,10756,8343,0.7184,0.3528,4095.0,0.423,0.491
11348,鳩山町,6260,5220,0.8339,5703,4027,0.6433,0.2604,1621.0,0.312,0.405
25443,多賀町,2474,2063,0.8339,2233,1669,0.6746,0.341,840.0,0.409,0.505
28381,稲美町,9717,8101,0.8337,8990,5781,0.5949,0.3489,3390.0,0.418,0.586
29361,川西町,2826,2355,0.8333,2398,1828,0.6469,0.3123,877.0,0.375,0.483
01465,剣淵町,1199,999,0.8332,1199,763,0.6364,0.3441,412.0,0.413,0.541
13308,奥多摩町,2410,2008,0.8332,2103,1876,0.7784,0.5383,1297.0,0.646,0.692
07522,小野町,3390,2824,0.833,3175,2308,0.6808,0.2032,688.0,0.244,0.298
32205,大田市,13196,10991,0.8329,11908,9328,0.7069,0.3334,4422.0,0.4,0.472
08226,那珂市,17234,14353,0.8328,16353,10747,0.6236,0.255,4385.0,0.306,0.409
43444,甲佐町,3986,3319,0.8327,3502,2916,0.7316,0.2339,933.0,0.281,0.32
02412,おいらせ町,6677,5557,0.8323,6319,4248,0.6362,0.353,2355.0,0.424,0.555
07502,玉川村,2024,1684,0.832,1895,1618,0.7994,0.1126,228.0,0.135,0.141
01398,喜茂別町,802,667,0.8317,780,411,0.5125,0.3893,313.0,0.468,0.76
21341,養老町,9198,7648,0.8315,9124,6537,0.7107,0.2159,1978.0,0.26,0.304
31328,智頭町,2802,2330,0.8315,2627,2092,0.7466,0.2739,767.0,0.329,0.367
15227,胎内市,10267,8533,0.8311,9872,6660,0.6487,0.198,2031.0,0.238,0.305
